fid,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,date,validOn,validTo,Shape_Leng,Shape_Area,Area,F_25_to_29sum,M_0_to_1sum,M_15_to_19sum,F_5_to_9sum,F_10_to_14sum,F_20_to_24sum,F_1_to_4sum,F_35_to_39sum,F_15_to_19sum,M_1_to_4sum,M_35_to_39sum,M_5_to_9sum,F_30_to_34sum,M_25_to_29sum,M_20_to_24sum,F_0_to_1sum,M_10_to_14sum,M_30_to_34sum
"460",Colombia,CO,Antioquia,CO05,TitiribÃ­,CO05809,Titiribi,,,2009/01/01,2014/10/29,,0.496025719568,0.0114989732199,14077.2172818385,575.091553452425,121.168033740832,648.609217196703,584.230438107625,627.719941741787,627.510043409653,452.825648506172,560.07393503841,649.244157020003,474.703553783242,494.454470540863,608.962305598892,516.206941016018,524.444580128416,593.503911294043,115.287865589606,652.951616495848,457.972261386458
"461",Colombia,CO,Santander,CO68,ChipatÃ¡,CO68179,Chipata,,,2009/01/01,2014/10/29,,0.438252298269,0.00770484445488,9432.19759996857,218.693169809645,45.436334432743,253.110277809203,220.544404824963,241.024751435965,240.403670782689,168.300496132346,205.749842278427,248.443587666377,178.007257706951,187.94950559875,232.386683205608,201.512585981283,207.447153813206,235.255815157201,42.8487349804491,252.637322774157,186.485978443176
"462",Colombia,CO,Antioquia,CO05,San Luis,CO05660,San Luis,,,2009/01/01,2014/10/29,,1.16188050492,0.0425624403871,52109.2670992308,482.558657256886,101.671957028273,544.247244343627,490.227085119113,526.719077410642,526.542951943818,379.96547799441,469.957391280914,544.78002147167,398.323202874279,414.896174270194,510.979566550348,433.148647518829,440.06084062811,498.008445639629,96.737914720492,547.89094641828,384.283995123114
"463",Colombia,CO,Antioquia,CO05,CocornÃ¡,CO05197,Cocorna,,,2009/01/01,2014/10/29,,1.077961043,0.0203557802282,24922.1099467259,655.557002998539,138.121578408784,739.361084802425,665.974578797352,715.549031286035,715.309764171834,516.183941940544,638.438154969248,740.084863828728,541.122951717116,563.637370338896,694.166870988323,588.433395356638,597.823624910205,676.545574607328,131.418670990213,744.311061778455,522.050657223328
"464",Colombia,CO,Antioquia,CO05,Caldas,CO05129,Caldas,,,2009/01/01,2014/10/29,,0.531391742215,0.0111696681404,13674.1812102336,2933.07863932988,617.980510321853,3308.03300731909,2979.68872568104,3201.49364584871,3200.42312051682,2309.49877354037,2856.48586995481,3311.27132260054,2421.08033967786,2521.8138507877,3105.82605487015,2632.75567996642,2674.76923639514,3026.98524105782,587.990510484262,3330.18008942762,2335.74750028271
"465",Colombia,CO,BoyacÃ¡,CO15,Socota,CO15755,Socota,,,2009/01/01,2014/10/29,,1.29217204339,0.0489677350706,59960.6750628997,382.74484614277,98.8018260575482,511.022087628604,481.788304237649,500.635720127728,428.698953658401,366.092411817401,362.749180162151,475.831108415732,387.078823244432,344.151003890496,505.789843910374,363.22459529055,388.254973224597,434.246466826007,93.2058880039258,527.112245122553,352.924419895746
"466",Colombia,CO,BoyacÃ¡,CO15,Sativasur,CO15723,Sativasur,,,2009/01/01,2014/10/29,,0.436024631976,0.00442953763132,5422.58212416328,51.9921305300668,13.4212582798209,69.4173346403986,65.4462120896205,68.0064486125484,58.2345449940767,49.7300607343204,49.2759155707899,64.636985566467,52.5808587642387,46.7495358397719,68.7065856833942,49.3404960227199,52.74062718614,58.988120127935,12.6611050231731,71.603024660144,47.9413183119614
"467",Colombia,CO,BoyacÃ¡,CO15,Santana,CO15686,Santana,,,2009/01/01,2014/10/29,,0.359043807251,0.00596997742506,7308.53531909886,306.205952695105,78.3795827486319,406.486265550368,382.141768509522,397.80591526255,342.696216433309,290.418101203162,290.11732734181,379.263836300001,307.06999895582,274.805629046634,401.230741181411,290.225726248696,309.746028788853,346.632712788414,73.9394647297449,418.775794224814,281.433975745458
"468",Colombia,CO,BoyacÃ¡,CO15,Paz de RÃ­o,CO15537,Paz de Rio,,,2009/01/01,2014/10/29,,0.514483243855,0.0101575852352,12435.7255466921,201.862800097093,52.1089009372517,269.517279251479,254.099139793077,264.039423017297,226.099376894999,193.080168391811,191.316920374753,250.957265433157,204.148575577885,181.508088206407,266.757750478573,191.567658209475,204.768886850215,229.025181167061,49.1575568889966,278.003361426294,186.135260512587
"469",Colombia,CO,BoyacÃ¡,CO15,BelÃ©n,CO15087,Belen,,,2009/01/01,2014/10/29,,0.627972802532,0.0132385856424,16208.416374731,347.223246947397,89.6108921368141,463.519942997256,436.968489785912,454.085571051575,388.903643659316,332.036949850153,329.080382930348,431.624918360729,351.071230863337,312.194334663451,458.738873539492,329.502925053239,352.194056751207,393.920163236093,84.5354827280098,478.098052435787,320.140942298342
"470",Colombia,CO,Antioquia,CO05,AmagÃ¡,CO05030,Amaga,,,2009/01/01,2014/10/29,,0.455864080596,0.00678610484251,8308.03469777762,1174.72865897976,247.507655149326,1324.90180365555,1193.39648603275,1282.23167480715,1281.80291906185,924.978402942419,1144.05245408602,1326.19878282957,969.667986942455,1010.01281166635,1243.91580575146,1054.4461735487,1071.27304298803,1212.33923507854,235.496346485335,1333.77193999663,935.491292390972
"471",Colombia,CO,Santander,CO68,Gambita,CO68298,Gambita,,,2009/01/01,2014/10/29,,1.25518020619,0.043741977681,53561.7177660953,212.07415728888,44.1683878068288,245.828021255555,214.402193822432,234.168150168611,233.171821267344,163.604574680794,199.537352780229,241.152276854729,173.039786139503,182.345591957215,225.904270615778,195.472230902058,201.308627562015,228.260733723058,41.6531693576835,245.463473251089,180.989401121507
