fid,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin2RefN,admin2AltN,admin2Al_1,date,validOn,validTo,Shape_Leng,Shape_Area,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"238",Colombia,CO,Meta,CO50,San Juanito,CO50686,San Juanito,,,2009/01/01,2014/10/29,,0.747516066934,0.0175521970156,93.3113314040238,87.9641455548699,94.5190785274608,98.916091238847,95.6325578090036,82.2530246115639,92.2024430665188,69.4630996171036,93.6882973934989,89.4627323082532,93.7172580017941,93.2394860060886,18.1909412098466,95.6470830332255,73.4603366370429,94.4388969556894,87.5584192904062,17.157080156132,21541.2511259812
"239",Colombia,CO,Valle del Cauca,CO76,Roldanillo,CO76622,Roldanillo,,,2009/01/01,2014/10/29,,0.83923517937,0.0185706091295,1522.71930240514,1238.46628380194,1402.13910819776,1395.40094930399,1354.95072834054,1296.6933276807,1402.41742075374,907.265884428518,1580.24809405627,1397.07402212778,1435.18475090107,1413.13337073196,235.584935083229,1570.12460653437,951.360819892725,1287.05945794703,1489.8840313307,224.090691446618,22791.8421760149
"240",Colombia,CO,NariÃ±o,CO52,Iles,CO52352,Iles,,,2009/01/01,2014/10/29,,0.420153837484,0.00711551413504,447.775496452814,416.724081221968,451.673989663599,436.473663180135,418.137802094454,363.237176365918,448.922898132587,339.225025330903,426.110241941409,396.369708189508,440.187885268591,444.424927195534,87.9886100223521,455.954654430505,355.323759913445,438.798921798589,388.427029865095,83.7870957619161,8757.2846270195
"241",Colombia,CO,NariÃ±o,CO52,Cumbal,CO52227,Cumbal,,,2009/01/01,2014/10/29,,1.12809023776,0.0472145975281,1411.83691432094,1313.93174788589,1424.12886881689,1376.20221371995,1318.38921101484,1145.28744442854,1415.45467351377,1069.57709109713,1343.52632853156,1249.75437415275,1387.91316205077,1401.27256309334,277.428239384608,1437.62581297243,1120.33642897033,1383.5337568731,1224.71109647606,264.180857782078,58109.7761300685
"242",Colombia,CO,VaupÃ©s,CO97,Pacoa,CO97511,Pacoa,,,2009/01/01,2014/10/29,,8.75070270986,1.1302734517,434.956403104468,489.120044845538,525.594789573457,454.925396642051,476.894216533394,379.020630206876,464.057254815878,581.699364486871,439.576609575768,412.875593416346,471.543705893724,366.906299515824,138.3907330898,338.817860971594,558.862271720762,492.727270859541,361.336184294567,143.677198559695,1391237.96600788
"243",Colombia,CO,Putumayo,CO86,Puerto Caicedo,CO86569,Puerto Caicedo,,,2009/01/01,2014/10/29,,1.46653456519,0.0598638343993,743.598869085952,775.448403615213,758.241518673836,777.097122639709,758.61601170979,605.424592294323,771.34661439131,666.77706987306,706.850837736507,712.775397672493,741.143948387646,772.206024642684,170.236228544381,763.850836353085,687.463644114498,790.682757536008,599.457490383124,164.691001427636,73681.1672996969
"244",Colombia,CO,Putumayo,CO86,Puerto LeguÃ­zamo,CO86573,Puerto Leguizamo,,,2009/01/01,2014/10/29,,7.47322395768,0.868866331744,727.454354872563,759.441354875016,742.511921818332,761.249036185414,743.195154747518,592.511298633239,754.740334679933,653.051780420617,691.747905816177,697.233419874385,725.659162683638,755.341774637491,166.777382348339,747.195393095732,673.495813173846,774.587780753442,586.986848324021,161.30091549298,1069480.85207101
"245",Colombia,CO,Putumayo,CO86,Puerto AsÃ­s,CO86568,Puerto Asis,,,2009/01/01,2014/10/29,,3.83720088147,0.222492810684,3641.22789341686,3797.18753592719,3712.92948810197,3805.26092155091,3714.76329200043,2964.6211218035,3777.10204549081,3265.04970228841,3461.28147038689,3490.29264024977,3629.20672795406,3781.31037389149,833.606571774275,3740.39699202124,3366.34696628919,3871.78656585951,2935.40163380624,806.452904968108,273857.941846517
"246",Colombia,CO,Putumayo,CO86,San Miguel,CO86757,San Miguel,,,2009/01/01,2014/10/29,,1.30593069878,0.0307257267334,1872.92034733016,1953.14053698955,1909.8011420765,1957.29320221441,1910.7443865696,1524.89747513831,1942.80926217092,1679.42743615247,1780.36219759425,1795.28453047574,1866.73708083387,1944.97387820855,428.778081119526,1923.92946479237,1731.53120800899,1991.5116705969,1509.86799189355,414.811184519087,37819.9884190009
"247",Colombia,CO,Amazonas,CO91,La Victoria,CO91430,La Victoria,,,2009/01/01,2014/10/29,,2.44016954194,0.121013610109,79.8768111948993,88.7067661878682,95.1561570425183,91.3953140026788,83.543823497821,61.5222805690901,91.0654886581106,83.4091269076307,72.1569992382138,75.3128078338013,87.8171344582006,71.3600961120683,21.2695466294299,74.0724748518805,85.8926550903125,96.4700660486851,63.8512388558702,20.6016892389689,148955.999874936
"248",Colombia,CO,Amazonas,CO91,MiritÃ­-Parana,CO91460,Miriti-Parana,,,2009/01/01,2014/10/29,,6.21101080966,1.37159429258,137.289055540121,152.405848030794,163.476080898738,157.513394391135,143.374512985825,105.304398763901,156.836004735593,142.089754689558,123.556615814479,129.417052278794,151.002883233868,122.86808249402,36.3324198757027,127.956605887641,146.720946437628,166.134001032147,109.61005138262,35.0955474146367,1688162.84324438
"249",Colombia,CO,VaupÃ©s,CO97,Taraira,CO97666,Taraira,,,2009/01/01,2014/10/29,,6.0672484172,0.523653704367,91.7903756833584,103.212091075227,110.937327821317,95.9255133747465,100.637232901387,80.0305223253199,97.9028501002067,122.942593116422,92.8124605465855,87.1337372305934,99.5007630442451,77.371364976203,29.2361537940897,71.3912812390008,118.064143152194,103.92531181622,76.2511700549003,30.3662827263715,644514.088931936
"250",Colombia,CO,Amazonas,CO91,Puerto Santander,CO91669,Puerto Santander,,,2009/01/01,2014/10/29,,10.5896748538,1.2030738412,199.165791122441,221.103581234389,237.151515179943,228.513535637097,208.009636456078,152.773694463674,227.515194352371,206.128727646135,179.252785987184,187.746200073805,219.06108488437,178.257567748959,52.7080506025386,185.635691017833,212.85053667176,241.015928762428,159.021801262128,50.9128934090049,1480584.73095936
"251",Colombia,CO,Amazonas,CO91,La Chorrera,CO91405,La Chorrera,,,2009/01/01,2014/10/29,,9.1146107707,1.02443878748,276.408277150345,307.047875640317,329.031386461011,317.331435119471,289.072760813251,212.235035732148,315.562180586145,286.063021740272,248.997060143076,260.569203993397,304.032649506284,247.691018761179,73.1660363315905,257.827219758772,295.465871380715,334.59708561618,220.946195350338,70.6563141658135,1260670.79341306
"252",Colombia,CO,Amazonas,CO91,La Pedrera,CO91407,La Pedrera,,,2009/01/01,2014/10/29,,7.37574902486,1.11847554422,294.885392270695,327.355400073793,351.133432435458,338.322696180057,307.957912185913,226.187983608022,336.868466086195,305.205471162717,265.392394713712,277.977174835039,324.341097697648,263.908883263593,78.0405129207529,274.835724677778,315.1504346242,356.839723759451,235.434120579102,75.3844153566797,1376292.75181817
"253",Colombia,CO,Amazonas,CO91,Puerto Alegria,CO91530,Puerto Alegria,,,2009/01/01,2014/10/29,,4.80891512374,0.695432350088,108.319078337146,120.063304875704,128.506336333245,123.996691833927,113.059961159706,83.2170602700862,123.448288827269,111.72417057283,97.62753336483,102.152193007765,118.854361688183,97.3423777977368,28.5673058050725,101.2222992936,115.363142578666,130.673854324239,86.506170340439,27.5953810030423,855886.90099555
"254",Colombia,CO,Amazonas,CO91,Puerto Arica,CO91536,Puerto Arica,,,2009/01/01,2014/10/29,,8.78955880568,1.11560634592,118.94935882923,132.046750270369,141.638163394133,136.472260670387,124.221780069855,91.2371301923858,135.885302297873,123.108097270209,107.051119336649,112.128919218727,130.831265539196,106.454918066991,31.4788528653676,110.863915450971,127.120822157805,143.941234513713,94.9677717625927,30.4071611264776,1372455.62581141
"255",Colombia,CO,Amazonas,CO91,El Encanto,CO91263,El Encanto,,,2009/01/01,2014/10/29,,7.9681441482,0.86782707192,345.505872203546,383.549168108832,411.408835353352,396.403712624269,360.820393584596,265.011636509291,394.698805901935,357.585538443498,310.94568917359,325.694904250646,380.01861428831,309.213935068132,91.4349486400297,322.020515118187,369.241086836526,418.09844349129,275.847832531264,88.3220626707516,1067572.21358612
"256",Colombia,CO,Amazonas,CO91,Tarapaca,CO91798,Tarapaca,,,2009/01/01,2014/10/29,,5.06611764425,0.727560986241,314.321027035727,348.930591718788,374.275686949411,360.624904238561,328.253282519141,241.092081101506,359.073879832242,325.310400585236,282.880194621488,296.298167552617,345.718700463425,281.304746054488,83.1821664257332,292.955423282463,335.9139365458,380.361501033149,250.95021822715,80.35024490861,894745.160047896
"257",Colombia,CO,Amazonas,CO91,Leticia,CO91001,Leticia,,,2009/01/01,2014/10/29,,3.69276455304,0.499528737613,3063.07349001981,3400.34535959188,3647.33452938817,3514.30699596171,3198.84398997226,2349.45389988562,3499.19218910071,3170.16546317749,2756.68107111964,2887.43986050568,3369.045325361,2741.32824801045,810.614203218993,2854.86465747084,3273.49742973408,3706.64107785282,2445.52191860941,783.016991896817,613728.001396947
"258",Colombia,CO,Amazonas,CO91,Puerto NariÃ±o,CO91540,Puerto Narino,,,2009/01/01,2014/10/29,,1.88967035997,0.126708264952,592.930575181148,658.217550476489,706.028166337579,680.277530036576,619.212177614041,454.792565634503,677.351700277388,613.660768315021,533.621050140675,558.932517444802,652.158685842616,530.649147098884,156.913618724757,552.62681367094,633.663123009988,717.508356780483,473.388810946897,151.57152350148,155659.093717747
"259",Colombia,CO,Antioquia,CO05,ChigorodÃ³,CO05172,Chigorodo,,,2009/01/01,2014/10/29,,1.5111100275,0.0568426694583,3123.03012012853,2667.32985912776,3087.83452001004,3010.43502751202,2893.91673204652,2809.80079113808,2953.99195531756,2005.40007927245,3131.22386840591,2778.53482184978,3090.40124398307,2926.23021090776,520.611432937789,3208.37071339856,2102.38133665407,2780.35860235104,3181.97750361217,495.324996724783,69365.1938062444
"260",Colombia,CO,Norte de Santander,CO54,Bochalema,CO54099,Bochalema,,,2009/01/01,2014/10/29,,0.766519142389,0.0144563039234,354.189722283278,311.644298243104,361.55868932046,356.431840154808,337.670071452856,288.507504934329,345.491426183144,241.564670688007,339.9891961494,316.312809810275,353.931960676098,334.37374818814,63.5614372068958,345.754833492218,256.679700695327,329.125940741971,315.565872085048,59.6654092049284,17640.9048428789
"261",Colombia,CO,Antioquia,CO05,TarazÃ¡,CO05790,Taraza,,,2009/01/01,2014/10/29,,2.64336866175,0.134368368209,1741.00153179909,1487.37866623653,1721.66818027967,1678.64763456606,1613.61965687992,1566.30172043899,1646.82911169599,1118.39417726768,1745.4771304063,1549.03907388658,1722.96267985809,1631.33712088864,290.34729105205,1788.49097389984,1172.50733956229,1550.44095612585,1773.55456193513,276.238441441208,164022.289923337
"262",Colombia,CO,Norte de Santander,CO54,Arboledas,CO54051,Arboledas,,,2009/01/01,2014/10/29,,1.1436247741,0.0368276910742,341.428158425493,300.409148788312,348.529268321116,343.58390568418,325.499514167081,278.125632174895,333.043792975135,232.851021184586,327.749670338933,304.924781449488,341.177832377492,322.330079172854,61.2685409941769,333.304513252806,247.420314053423,317.260217908653,304.210448808037,57.5131761598168,44942.3725770883
"263",Colombia,CO,Antioquia,CO05,Zaragoza,CO05895,Zaragoza,,,2009/01/01,2014/10/29,,2.28211617038,0.085753170595,1412.28458373412,1205.58038386388,1395.93544543558,1360.74187825632,1308.15945821279,1270.76279298903,1335.74989463575,906.21073276212,1416.12895213906,1256.37159398664,1397.30182466249,1323.21910979203,235.246340984944,1451.00597809092,949.993575758301,1256.61547135585,1439.40674506407,223.830064105656,104677.396011641
"264",Colombia,CO,BolÃ­var,CO13,San Pablo,CO13670,San Pablo,,,2009/01/01,2014/10/29,,3.2435208756,0.165547257701,2002.52562578185,1855.82124367892,2102.37624610029,2087.55558624124,1965.6660106926,1694.11181468918,1974.18759275286,1541.03564211942,1927.56401729549,1849.76862417127,2008.41475187993,1905.31514048285,407.49946518612,1980.07137187349,1645.6020063443,1951.92897913349,1769.42722641741,380.629020465974,202110.082253775
"265",Colombia,CO,Norte de Santander,CO54,ChinÃ¡cota,CO54172,Chinacota,,,2009/01/01,2014/10/29,,0.731992739491,0.0138094034276,811.919791319175,714.391631190199,828.811896606581,817.059466584353,774.051297461148,661.354462417541,791.980424662586,553.745986411348,779.367496235995,725.093402098166,811.328916878905,766.495035814354,145.7038011736,792.584241280798,588.394625509391,754.465328445658,723.381174108712,136.772818501166,16853.3939747185
"266",Colombia,CO,Santander,CO68,Sabana de Torres,CO68655,Sabana de Torres,,,2009/01/01,2014/10/29,,2.29004207791,0.117883589453,949.066737309913,798.29265894019,955.53387298598,923.52006219211,881.070146602928,847.292679587379,928.744010712602,590.796147950517,969.695127812447,897.385812913068,937.916312928661,918.108032100135,154.736292091766,967.879976150231,624.870456169534,841.157507266034,927.538151259068,145.92405510103,143925.039578113
"267",Colombia,CO,Norte de Santander,CO54,RagonvalÃ­a,CO54599,Ragonvalia,,,2009/01/01,2014/10/29,,0.442807410599,0.00791969123467,323.340813375544,284.500973682385,330.067964609247,325.387649856973,308.259976865724,263.379328867886,315.400113805197,220.525080800522,310.377112917136,288.762871359475,323.105502362829,305.250753769185,58.0254183508223,315.640579036903,234.323634965578,300.460015585646,288.080990008544,54.4687231710413,9665.13095164168
"268",Colombia,CO,Norte de Santander,CO54,Cucutilla,CO54223,Cucutilla,,,2009/01/01,2014/10/29,,0.905458891799,0.0305264854999,362.191340006422,318.657693202491,369.717008637381,364.460885824054,345.281021576724,295.07990408747,353.298734518816,246.980363152572,347.713194017881,323.495400122949,361.920056683361,341.943990977248,64.9859080793685,353.596377834328,262.43213132408,336.531341509544,322.755253847688,61.0030613805866,37262.1416333463
"269",Colombia,CO,Santander,CO68,El Playon,CO68255,El Playon,,,2009/01/01,2014/10/29,,1.35075838605,0.0375166983793,1332.29362988262,1120.71843016078,1341.40120442724,1296.50041772693,1236.89238866232,1189.26147273264,1303.75818914652,829.479333532741,1361.12323527457,1259.63529799541,1316.66362352739,1288.78556173586,217.251875012415,1358.61291245813,877.326685520005,1180.90052585362,1301.8925979652,204.87775410444,45792.359268231
"270",Colombia,CO,Santander,CO68,Surata,CO68780,Surata,,,2009/01/01,2014/10/29,,1.17904117814,0.0290618491225,137.105149944196,115.376927771838,138.058577292366,133.460140213487,127.316401516437,122.295422769152,134.164957336732,85.4297876282362,140.00049954548,129.567268050974,135.509421373019,132.600805142312,22.3761745837401,139.763194891158,90.3615450359648,121.57505928399,133.876761464518,21.1007825129054,35476.2218312213
"271",Colombia,CO,Norte de Santander,CO54,Pamplonita,CO54520,Pamplonita,,,2009/01/01,2014/10/29,,0.697692281978,0.0138568340636,236.357550547458,207.966178601841,241.275002678391,237.853758943267,225.333672974724,192.526555576129,230.553011993412,161.200707688928,226.881269198842,211.081565304892,236.185541672865,223.133973376593,42.4157581826439,230.728788593318,171.287255257601,219.63201159914,210.583119549556,39.8158644931973,16915.0787034383
"272",Colombia,CO,Norte de Santander,CO54,HerrÃ¡n,CO54347,Herran,,,2009/01/01,2014/10/29,,0.595446150781,0.00904646019622,171.917167381849,151.26640203502,175.49392820755,173.005450288998,163.898833275074,140.036228853045,167.695174803026,117.251041831449,165.024493606295,153.532411729451,171.792054764228,162.29885843466,30.8515508821874,167.823027750244,124.587598876446,159.751669452293,153.169862088049,28.9604906361492,11042.7745611872
"273",Colombia,CO,Antioquia,CO05,MutatÃ¡,CO05480,Mutata,,,2009/01/01,2014/10/29,,1.93440391112,0.0917099941775,883.912632425665,772.14442867483,890.139489924826,868.542008975579,834.797748792102,776.235165728489,837.669785576116,595.106499243062,873.013511995785,774.396142393409,885.667924387031,821.053182986798,154.26415728085,899.604267864604,622.963811063149,806.02293615113,879.520706463605,146.988688923302,111986.661236974
"274",Colombia,CO,ChocÃ³,CO27,JuradÃ³,CO27372,Jurado,,,2009/01/01,2014/10/29,,3.17423622486,0.106906500241,132.298751886716,144.88273480146,160.639683689355,158.121940528363,151.68202683072,84.3716293428297,128.138795086459,135.586515462172,108.510950484415,96.0329754733539,151.100047407104,111.04098586546,34.795229848929,120.421011725499,140.513311529052,153.17898391583,96.0600427466998,33.4892759804898,130607.243097548
"275",Colombia,CO,Norte de Santander,CO54,Toledo,CO54820,Toledo,,,2009/01/01,2014/10/29,,2.19823548281,0.12284035109,747.948539683013,658.453390400507,763.785627133679,752.989521264099,713.36020242935,609.482934401312,729.667070786702,510.295397533337,718.129826810327,668.219008534914,747.548162337393,706.267868264695,134.268627685175,730.193678826443,542.216046067129,695.374254685943,666.560339371208,126.040714590839,150036.528209045
"276",Colombia,CO,Antioquia,CO05,Segovia,CO05736,Segovia,,,2009/01/01,2014/10/29,,1.96029925342,0.0995874536669,2004.55877009558,1711.19197306782,1981.37303841766,1931.42589400208,1856.78420535778,1803.66920115391,1895.94037316029,1286.29241155839,2010.00239536935,1783.27101311937,1983.29701554519,1878.14628543227,333.914242111394,2059.50642753753,1348.44343894353,1783.63361921697,2043.01154670771,317.70856660782,121623.70850689
"277",Colombia,CO,Norte de Santander,CO54,Pamplona,CO54518,Pamplona,,,2009/01/01,2014/10/29,,1.05579213162,0.0244070357749,2743.05845203786,2413.56107074651,2800.1281680807,2760.42276161653,2615.12032778934,2234.37581566186,2675.69361182512,1870.82224594872,2633.08102892642,2449.71683681943,2741.06219056365,2589.59161534021,492.2580374463,2677.73359439732,1987.88213678263,2548.94943387085,2443.93210466695,462.084850650746,29800.5606769498
"278",Colombia,CO,Santander,CO68,Matanza,CO68444,Matanza,,,2009/01/01,2014/10/29,,0.830409300268,0.0196869593847,260.916983230854,219.466244237963,262.694925358053,253.893703459413,242.223392574233,232.937307119835,255.32986879698,162.421400535211,266.588130924851,246.708887785557,257.851514021982,252.405830747564,42.5400290146208,266.089110273519,171.7890935131,231.250628480921,254.998354637646,40.1173729511065,24038.9505639962
"279",Colombia,CO,Antioquia,CO05,AnorÃ­,CO05040,Anori,,,2009/01/01,2014/10/29,,1.8512443977,0.115708481793,828.162931015482,706.951698258985,818.575804889435,797.938315933337,767.104012725176,745.174628209323,783.283030157909,531.401493306737,830.41726677143,736.735636417754,819.377049125265,775.934984192252,137.948329575651,850.869136059191,557.075729083735,736.878646036377,844.067352186888,131.253830907081,141334.900051186
"280",Colombia,CO,Antioquia,CO05,Valdivia,CO05854,Valdivia,,,2009/01/01,2014/10/29,,1.48484297634,0.046833121431,939.4936594381,801.987885362236,928.617726692697,905.205920604756,870.226532633649,845.349160084967,888.580511004198,602.838300006581,942.051047463669,835.775706994813,929.526683009928,880.24466024735,156.492854369048,965.252281388734,631.963947885321,835.937941276934,957.536127094179,148.898407900502,57196.406797253
"281",Colombia,CO,BolÃ­var,CO13,Cantagallo,CO13160,Cantagallo,,,2009/01/01,2014/10/29,,1.7166046874,0.0721875217427,561.237811218016,520.026051913388,589.168181797897,584.986286471831,550.845400490449,474.855947692646,553.279092392942,431.733440050797,540.292225435958,518.436597134045,562.871661085635,534.003892203153,114.162035225294,554.982377097884,461.01968298963,546.956168638135,496.027085016191,106.636259517487,88166.4059115146
"282",Colombia,CO,Santander,CO68,LebrÃ­ja,CO68406,Lebrija,,,2009/01/01,2014/10/29,,1.52143867092,0.0447406909918,2108.76279359602,1773.75287960842,2123.13233705168,2051.99979194649,1957.67891926493,1882.62764735543,2063.60705434054,1312.70951434504,2154.59769771039,1993.9312376905,2083.98729764915,2039.97462274146,343.813688520138,2150.56455193169,1388.42034762725,1868.99570577266,2060.92771734041,324.233487543679,54648.3335587909
"283",Colombia,CO,Antioquia,CO05,Ituango,CO05361,Ituango,,,2009/01/01,2014/10/29,,2.72511770118,0.188827162036,1397.14859362016,1192.71851350658,1381.01514590974,1346.21672716993,1294.18766495306,1257.13181325089,1321.44283737434,896.560527773458,1400.93877008616,1242.9184175746,1382.34766391048,1309.0441511012,232.742173511971,1435.44294226379,939.881014993531,1243.21395713155,1423.93660818739,221.446505978864,230616.42477002
"284",Colombia,CO,Norte de Santander,CO54,Labateca,CO54377,Labateca,,,2009/01/01,2014/10/29,,0.839001724614,0.0210815118322,250.282555143116,220.218505266937,255.489718782715,251.866912418278,238.609205960063,203.869257083395,244.13604205288,170.697847037227,240.24797840789,223.51743518468,250.100412112894,236.279911004705,44.9146824634227,244.322174646426,181.378643408534,232.571630975232,222.989623536938,42.1616160167323,25746.5353396024
"285",Colombia,CO,Santander,CO68,California,CO68132,California,,,2009/01/01,2014/10/29,,0.432841436708,0.00382950903549,103.796225475613,87.3065734480042,104.503514273907,101.002271934762,96.3596678545,92.6655404174235,101.573597449344,64.6133804993005,106.05228281999,98.1440572662978,102.576741186203,100.410376458196,16.9229859265906,105.853765980341,68.339972537593,91.9945572352735,101.441716674482,15.9592213261058,4676.01167406143
"286",Colombia,CO,Santander,CO68,Vetas,CO68867,Vetas,,,2009/01/01,2014/10/29,,0.402503745127,0.00762617038966,106.921621381072,89.9364988872549,107.650585482828,104.044438235695,99.2618185401661,95.4536671972601,104.631982993567,66.560555430362,109.243939154549,101.097842369112,105.665715353331,103.433190805372,17.4329957709706,109.03993645194,70.3995415057288,94.7657553100726,104.493881336879,16.440165010601,9312.55600405476
"287",Colombia,CO,Norte de Santander,CO54,Mutiscua,CO54480,Mutiscua,,,2009/01/01,2014/10/29,,0.556923208205,0.013148346421,158.696170782903,139.604167306097,161.987268637633,159.675575215602,151.275531162042,129.32622500509,154.801245543873,108.188964296947,152.38040226372,141.765021762112,158.572331049945,149.835212253267,28.466530016216,154.949939945014,114.956186116557,147.433714556508,141.456017370336,26.722197426192,16056.066001235
"288",Colombia,CO,Norte de Santander,CO54,CÃ¡cota,CO54125,Cacota,,,2009/01/01,2014/10/29,,0.565620070541,0.0115218857011,86.8896576769184,76.4524340063799,88.6974091769662,87.43969297898,82.837064616615,70.7765266981442,84.7557957333047,59.2605324893957,83.4059912275989,77.5977111589164,86.8264237770345,82.0284120647702,15.5928621689091,84.8204146348871,62.9685445635114,80.7410224515479,77.4144727850799,14.637090383243,14071.3581659444
"289",Colombia,CO,Santander,CO68,Charta,CO68169,Charta,,,2009/01/01,2014/10/29,,0.610178449153,0.0102971852826,128.747320363764,108.29379712604,129.624631085899,125.281741160899,119.523123065941,114.940981293563,125.990405166522,80.1454924031859,131.545701015508,121.736453519436,127.234689951409,124.54756266484,20.9910243257182,131.299463502597,84.7679026847472,114.108703675214,125.826822087867,19.795584790234,12575.9906607986
"290",Colombia,CO,Norte de Santander,CO54,Silos,CO54743,Silos,,,2009/01/01,2014/10/29,,1.07273496366,0.0318359731154,241.680174409179,210.926017844351,246.086032230174,241.73117059283,229.295793401077,200.340895712259,235.884810494725,162.183405398158,234.740689967759,218.169586738222,241.01406199066,229.196429490112,42.6407580715895,237.865699557588,172.19587001577,222.66811759735,219.166908316663,40.058586922707,38889.6923102827
"291",Colombia,CO,Antioquia,CO05,YondÃ³,CO05893,Yondo,,,2009/01/01,2014/10/29,,2.43992576656,0.155655368392,959.560711114493,818.928758411959,948.734137376945,924.688273461361,888.846970794024,863.297070292931,908.060677413188,615.425090804347,962.461782424652,854.481049385155,949.363745591778,899.510663685447,159.782380114542,985.752931481169,645.248015759251,853.741870399041,977.347097924736,152.007289844994,190235.158475987
"292",Colombia,CO,Antioquia,CO05,Amalfi,CO05031,Amalfi,,,2009/01/01,2014/10/29,,1.96284076933,0.0991343142371,1129.80002241884,964.440709194867,1116.72103149351,1088.56686705956,1046.50196032564,1016.58536056778,1068.57376979792,724.950847968808,1132.87544248614,1005.07268225926,1117.81410911144,1058.54938698548,188.192467942688,1160.7763799252,759.976265182369,1005.26777926483,1151.49722111353,179.05966998529,121145.133734476
"293",Colombia,CO,Antioquia,CO05,Remedios,CO05604,Remedios,,,2009/01/01,2014/10/29,,3.05448728731,0.162954651262,1209.65358352929,1032.61667485512,1195.65848453296,1165.51677565754,1120.47555182345,1088.42970160116,1144.10530267982,776.207235139038,1212.94093024358,1076.11518747645,1196.82234686613,1133.36895029776,201.498792030354,1242.81410618883,813.711096202896,1076.3309781173,1232.86599256436,191.719772154975,199127.182740222
"294",Colombia,CO,Norte de Santander,CO54,ChitagÃ¡,CO54174,Chitaga,,,2009/01/01,2014/10/29,,1.92710337655,0.0968936551084,477.595342945191,420.200860906218,487.53168952174,480.597177782794,455.307844075782,389.137081675406,465.875493767438,325.668941412907,458.531967117917,426.600354795402,477.243235463277,450.913333012315,85.6902310889564,466.277719287376,346.042251811217,443.768622354371,425.629091066599,80.4387934622937,118388.770677257
"295",Colombia,CO,Santander,CO68,Tona,CO68820,Tona,,,2009/01/01,2014/10/29,,0.860037496234,0.0277202087156,396.073857183568,333.153386289021,398.773525594268,385.414226050256,367.698174071498,353.596371596213,387.592410927871,246.560001784121,404.679430352058,374.503090374637,391.421035346342,383.152632521698,64.5769381142454,403.922875312623,260.780584873748,351.042387614958,387.084768980276,60.899238076614,33861.2372802012
"296",Colombia,CO,Santander,CO68,Bucaramanga,CO68001,Bucaramanga,,,2009/01/01,2014/10/29,,0.695837325635,0.0123736878234,26676.8171001067,22438.7879507015,26858.5984078296,25958.7390817762,24765.5367493588,23816.1037150417,26105.5762849241,16606.3777870452,27256.6496620784,25224.1452277773,26363.3957060799,25806.6151722437,4349.40094176738,27205.6285148058,17564.1545718703,23643.6533916877,26071.6814319044,4101.70241691789,15115.3235565681
"297",Colombia,CO,Santander,CO68,Barrancabermeja,CO68081,Barrancabermeja,,,2009/01/01,2014/10/29,,2.84162647242,0.101716288369,9582.05849395099,8059.95470200107,9647.12332308933,9324.01229024422,8895.51884166303,8554.60513298109,9376.46556672198,5965.09154599864,9790.09177914273,9059.57511505194,9469.49472682655,9269.11068030156,1562.3073968747,9772.09720590932,6309.05473103654,8492.61832255241,9365.22177568369,1473.35142620475,124278.444832895
"298",Colombia,CO,Antioquia,CO05,BriceÃ±o,CO05107,Briceno,,,2009/01/01,2014/10/29,,1.0149457832,0.0312519871466,492.378486707341,420.313194587827,486.678527709097,474.408652787097,456.076333309291,443.038370790659,465.695455068257,315.941046376713,493.718786143232,438.021027394105,487.154902068665,461.326725658495,82.0162158750463,505.878302328754,331.205484030303,438.106052499963,501.834349202923,78.0360485198908,38180.2715842842
"299",Colombia,CO,Antioquia,CO05,Yarumal,CO05887,Yarumal,,,2009/01/01,2014/10/29,,1.66865537193,0.0598208857144,2212.59455625387,1888.75572637282,2186.98072735546,2131.8437557607,2049.46406054078,1990.87554303743,2092.68937635841,1419.74001292628,2218.61744274059,1968.32917341799,2189.12140387623,2073.05767681357,368.555161900003,2273.25849507423,1488.33361020335,1968.71125050518,2255.08623749856,350.669537037844,73100.9294763949
"300",Colombia,CO,Antioquia,CO05,Peque,CO05543,Peque,,,2009/01/01,2014/10/29,,1.07842227972,0.0352867475727,521.045729348669,444.784654768766,515.013907650253,502.029656674014,482.629993340001,468.832935186103,492.809159362223,334.335754888481,522.464063783409,463.523472065572,515.518017304828,488.186074004974,86.7913611137774,535.331530910218,350.488918015384,463.613447592361,531.052130898926,82.5794605402916,43115.6544618713
"301",Colombia,CO,Santander,CO68,GirÃ³n,CO68307,Giron,,,2009/01/01,2014/10/29,,1.94431117199,0.0411161568876,10693.3052800207,8994.50667947868,10766.1716625504,10405.4663127915,9927.1754974107,9546.59870985744,10464.3254808923,6656.60624466452,10925.7290672641,10111.0070343791,10567.6714552215,10344.48799711,1743.44157785008,10905.2774209722,7040.52759517368,9477.47262348887,10450.7388415425,1644.15252182877,50238.962945227
