fid,ADM0_EN,ADM0_FR,ADM0_RW,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_FR,ADM1_RW,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"315",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Rubaya,RW4515,,452.858181133866,792.368688821793,576.032964751124,645.3373388201,610.002291366458,243.932578682899,450.156517490745,628.567045405507,337.551745191216,333.798139661551,565.473783805966,456.701588660479,156.22666959092,487.492977082729,593.232817605138,838.783774167299,286.466685011983,163.724465809762,1701.28785772999
"316",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Rukomo,RW4516,,1115.75809297711,2205.98982955515,1236.69944923371,1574.854320243,1560.00292885303,690.182257086039,1002.22549068183,1460.47989041358,929.980971202254,899.553528107703,1212.10145005584,1063.95164436102,407.053006023169,1216.2659086138,1545.68487168849,2059.33809821308,664.100546576083,380.414920767769,5188.02636621947
"317",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Rushaki,RW4517,,573.672153711319,989.699273772538,665.538470245898,818.600168481469,855.446460969746,341.771089546382,588.387240715325,803.504134587944,480.531544744968,460.326828964055,643.955543272197,492.020629245788,194.445411166176,519.933277212083,738.359219886363,1026.72987841815,327.559645012021,209.29076147452,4735.86735760222
"318",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Rutare,RW4518,,1142.24200768769,1892.1708907187,1217.53753454983,1546.88601124287,1436.4942779541,585.740619078279,1029.85075621307,1336.82755410671,983.416677042842,770.671760335565,1101.23872378469,850.442188337445,356.657615061849,1036.11127056926,1354.32067334652,1804.89916166663,641.322034649551,348.2068756558,5396.62666429816
"319",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Ruvune,RW4519,,829.549952141941,1448.46581658721,867.776329100132,1148.88770134747,1153.36935506016,545.001984037459,726.870784051716,1039.6760083437,680.740116670728,750.18118686229,885.227822065353,920.320682249963,273.360191950575,871.945277541876,1038.01891986281,1467.94063165784,524.554989486933,270.807062190026,5900.45755900474
"320",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Rwamiko,RW4520,,636.295539215207,939.606543540955,612.739853739738,784.202916875482,770.747542127967,356.619229070842,557.199422925711,747.579597607255,536.676686361432,496.679160192609,576.320215806365,512.038704134524,199.249054055661,599.990545392036,756.599898070097,938.495951786637,364.754423096776,194.723972018808,2874.63863424882
"321",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Northern Province,Province du Nord,Amajyaruguru,RW4,Gicumbi,RW45,Shangasha,RW4521,,657.143413208425,1216.22665692866,827.972562506795,1030.75982987136,994.20703663677,393.427388887852,645.822523921728,997.954057782888,540.278248310089,603.863398268819,792.140795215964,602.68410474807,257.772568752989,686.304142907262,978.828706145287,1266.69550143182,410.320547673851,259.939644770697,3309.35186450647
"322",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Fumbwe,RW5101,,1179.79612164199,1768.40339255333,1251.40784481168,1638.38084551692,1665.63903549314,527.916713483632,1078.70855396986,1146.11727546155,991.164718136191,626.010426595807,1255.5644338578,839.624797992408,295.915099676698,1124.91668631136,1123.6656883955,1761.36915799975,754.367653258145,298.532084226608,4430.07097483356
"323",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Gahengeri,RW5102,,1191.57229239494,1841.17327097058,1303.00136715919,1594.91227900982,1617.27586276829,482.855668306351,1225.92112994194,1054.58459345251,1034.80108693242,642.451456010342,1231.38533815742,840.425511486828,300.786128479987,1127.62092133611,1142.16222138703,1808.35687236488,802.630404371768,274.690324800089,6346.72484666587
"324",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Gishali,RW5103,Gishari,1268.33586420119,1501.22170079499,1148.12798286229,1531.24947446585,1517.26642990112,581.943856947124,1327.81431441009,1132.83046752214,1160.33145228773,807.483597159386,1228.70186107606,1247.79064454138,301.308343010023,1237.07371557504,1144.14518086612,1733.82458292693,864.545442603528,295.071241660044,4544.16889623187
"325",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Karenge,RW5104,,1255.54490441829,1542.60744673759,1194.53930318356,1285.08428840339,1376.18157627434,448.184165915474,1257.03106810153,1096.37319229543,723.477545276284,790.233209073544,1235.30078554899,1065.73511783034,292.424744550139,1226.84152641147,1110.41189972311,1596.25985460728,388.975249998271,285.575113827363,6383.26592815084
"326",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Kigabiro,RW5105,,1722.86467132717,2056.20077317953,1718.41432841122,2004.41865979135,2089.85428264737,923.698966283351,1806.07454975694,1413.03010861576,1403.79681202769,1198.32657643408,1835.84061969072,1410.22695675492,396.40384401381,1650.03031209111,1505.24726019055,2068.3170812875,1006.77282100171,368.055559815839,3801.91582401672
"327",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Muhazi,RW5106,,708.385473079979,955.857099182904,814.360096588731,1030.84191770107,842.969338603318,3516.10221368447,1226.40042982996,624.526836726815,643.510645274073,3651.33077339083,746.966653998941,2841.72400411218,184.18029549811,738.033831730485,699.379947829992,981.71570494771,517.340772394091,162.672092778608,5802.38934723324
"328",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Munyaga,RW5107,,733.798578746617,1179.05305476487,830.36575280875,1073.88323017955,1086.30969420075,328.895860310644,747.402807764709,714.328430823982,675.727064870298,506.374172046781,898.632545232773,575.319013305008,200.573217613623,853.124593019485,761.628028146923,1218.61617283523,688.274928502738,186.062953481451,4190.0676266844
"329",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Munyiginya,RW5108,,845.666830420494,1284.08419968188,846.328207477927,1208.99465969205,1128.83264295757,425.883202694356,746.550942748785,921.813203200698,824.990204259753,500.407833077013,848.364653870463,675.375987455249,236.264359790832,869.179188847542,897.15645582974,1288.41037362814,681.214744612575,240.107040848583,3222.02822423065
"330",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Musha,RW5109,,1073.51547586918,1550.96112909913,1159.72237448394,1553.56878437102,1453.85419636965,501.813911493868,970.810801073909,1127.51903307438,987.654910750687,621.237748399377,1132.40743947029,781.010874293745,284.226798336953,1058.92114713788,1079.28221967816,1570.82070368528,805.191054686904,293.687765307724,4515.24813563382
"331",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Muyumbu,RW5110,,1303.84003024548,1780.12797980011,1299.93505641818,1460.2715600431,1492.93519565463,508.185343589634,1309.95107004046,1176.4973327741,911.691789202392,748.171922102571,1289.04646258801,1021.97144830972,318.934722995386,1393.32532939315,1211.07708712667,1744.44335211813,611.806347932667,306.445251492783,5067.17704247164
"332",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Mwulire,RW5111,,1136.66589021683,1643.50226685405,1064.52068912983,1392.84491060674,1400.08676669002,525.160978492349,1100.41488923877,1083.80295114219,950.418945454061,678.698019579053,1083.09435042739,876.465608231723,284.991471424699,1161.87756647915,1082.18580120802,1639.33234980702,775.915937408805,282.300912871957,5587.21610442657
"333",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Nyakaliro,RW5112,Nyakariro,1093.35449846834,1384.45484119654,993.449823446572,1088.49967589229,1113.53826854378,416.262687232345,1002.4462376833,1009.22428816557,789.634520582855,664.573970474303,995.960537210107,975.26296672225,280.810020083562,1063.93799812347,1066.30779265612,1388.20640452206,428.171577665955,262.875231655315,5039.77762120436
"334",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Nzige,RW5113,,847.490466751158,1158.50006149709,774.421185456216,899.8065501526,947.48578094691,311.951767936349,732.779022112489,780.723264850676,636.252844423056,590.742817290127,805.140909105539,825.080736383796,220.526176556945,901.049934186041,837.394593931735,1234.34653531015,376.149317603558,203.3569873292,4037.42225158247
"335",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Rwamagana,RW51,Rubona,RW5114,,1264.17384825647,1614.85540449619,1134.16612059623,1497.20373433828,1419.31260940433,576.044994708151,1133.73843644559,1111.9992653802,1147.17248628289,749.344307020307,1163.44285127521,1133.12386034429,299.816070921719,1228.50914473832,1138.47862026095,1727.76883343607,846.496764551848,289.645289799199,5605.083903424
"336",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Gatunda,RW5201,,1212.68219313025,1968.51784183085,1356.31814893335,1642.25345826149,1550.59588795155,692.084295786917,1177.82904607058,1610.33465639502,1093.21324406564,962.302473202348,1346.47913885117,1251.67966483533,430.677647706121,1305.66810854524,1635.39371938258,2074.90084508061,864.355199303478,419.447966128588,5248.24291546012
"337",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Karama,RW5202,,1117.11241299659,2173.66533650458,1179.67167303711,1680.71365104616,1688.28840948641,820.43674781546,1005.03430592269,1663.9012369141,1194.53963322192,1026.07616464794,1196.81657212973,1120.02207810432,439.408091554418,1299.31490810961,1668.54550373554,2198.73651701212,906.834182932973,433.400584964082,5413.08171974324
"338",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Karangazi,RW5203,,2316.08774993569,3642.7968788147,3057.68737825751,3572.16661148891,3105.99448490888,1473.68257135153,3990.54899161682,2619.90943545476,1656.6965250764,3094.12213150412,2221.19187681377,4548.55535527319,740.260159774683,2225.15206461772,2810.9582025446,3775.4133592993,1126.88227325678,682.414476161823,55414.5317188831
"339",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Katabagemu,RW5204,,1284.79574874043,2553.29030101001,1392.43027919531,2055.63205505162,1949.01524109393,1127.18915420212,1228.52729263902,2294.05638069659,1373.64764823951,1275.75817844272,1358.97426501289,1415.00494571775,596.51056532748,1572.8750333488,2265.10382160917,2679.16673147678,1073.07155020162,597.538747066632,9871.97459800657
"340",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Kiyombe,RW5205,,712.296834416687,1316.87450692803,877.076295889914,1001.52657407522,1056.38671138138,511.51524849236,669.846635863185,1075.08768456429,653.74711086601,667.075706612319,806.171794995666,782.435813669115,278.453318882734,817.162927277386,1057.3588784039,1340.40158448368,518.93479507789,280.030809216201,6968.82343541605
"341",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Matimba,RW5206,,1074.8596926406,1675.12295867503,1137.28557639942,1601.82942800224,1518.77003400773,603.472559459507,1135.82275834307,1329.19796616584,869.452264595777,793.356476508081,1072.24558579549,1092.36959568784,343.19422484003,1010.13702920452,1303.19668737799,1761.85935398936,555.05915694125,346.219593314454,7983.98511771175
"342",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Mimuri,RW5207,Mimuri,1059.00921305269,1763.23653829098,1035.43906076998,1448.09447973967,1349.75429853797,805.944659799337,1047.36800159514,1451.5218854174,1058.31594789773,1045.66057235748,1012.67921280861,1040.13346624374,355.786629611626,1238.37219867855,1351.01329514384,1705.09457378089,746.970038697124,378.081613138318,4807.00418649891
"343",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Mukama,RW5208,,1048.06868756562,1680.63537571579,1052.61204708368,1337.2939261049,1303.67610690743,628.241516664624,1020.03858068958,1368.54154521972,886.852464362979,946.690122529864,1058.73283544928,1077.73036656156,362.233806075528,1104.65514465421,1375.49488673359,1712.12183608115,661.261913895607,356.467488212511,6477.0606020284
"344",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Musheri,RW5209,Musheli,1296.42209669948,2415.4491770789,1417.08048480749,2024.24731756002,1914.5516576767,950.742706140503,1282.21427801624,2125.49933324009,1207.4004548993,1166.2655045595,1221.27376081422,1504.89904379472,545.561910151504,1438.48000251129,2071.63884659857,2553.81224023923,842.753869788721,553.634203920141,9707.28574116136
"345",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Nyagatare,RW5210,,2534.11659424007,3659.48556024581,2715.84474685788,3309.65852703899,3217.69646008685,1736.20591855422,3057.84339985996,2985.39803794771,2034.45023342595,2573.92950861901,2573.41955326498,3166.93289619312,777.229818555526,2597.17914066091,2951.34133218601,3873.25792697072,1399.53885021247,777.614230871201,16578.158414752
"346",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Rukomo,RW5211,,1716.3379156962,2486.62974660099,1607.69177506119,2093.47390661389,2116.36214157939,1011.60422531515,1687.47765963525,2089.88419503719,1248.4606128782,1221.54535061121,1645.83895403147,1571.14462205768,560.560539674014,1719.46516287327,2128.59229694307,2538.65544870496,984.471388325095,544.357465924695,5887.26297013199
"347",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Rwempasha,RW5212,,995.398511288688,1558.31522931159,1149.8014482148,1459.81424034759,1388.25343395397,615.927704367787,1047.62534620985,1146.47345747426,803.287693351507,841.596050651744,1016.67992704175,1077.39008105174,329.20760741923,944.606321323663,1250.0858668685,1640.90896121413,520.904896074906,298.62487026304,16961.4042292961
"348",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Rwimiyaga,RW5213,,2578.2952506505,4326.40269033983,2812.96508490294,3424.82602491975,3236.2011327669,1917.13584641181,2840.74070679769,3746.22219931334,2279.03327742219,2562.43734527193,2317.30201678351,2972.11873973906,982.427800929174,2670.56557524204,3730.53098636493,4590.31609255821,1429.2734671738,975.788046031259,31105.3092713136
"349",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Nyagatare,RW52,Tabagwe,RW5214,,1444.86176906526,2695.5322419405,1567.23019225895,2081.48016303778,2108.32924156636,892.389600988477,1345.02092998475,1983.67242607474,1326.90697749704,1239.69832516834,1548.25098086894,1469.92844603211,553.298161318526,1587.55976548046,2101.01543836296,2837.14118233323,926.158176533878,516.692186690867,10731.2669755936
"350",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Gasange,RW5301,,725.216587595642,1224.1094045341,838.53725489974,1033.84990827739,1091.4787119478,526.011103939265,717.087667763233,1032.38537923247,665.631294853985,695.309125259519,767.256153777242,759.991585664451,287.583363601938,777.461117826402,1092.0279263556,1310.28448857367,486.84686166048,268.908041326329,3852.52419944693
"351",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Gatsibo,RW5302,,1621.38893628865,2677.48997652531,1674.5834640637,2108.05935513973,2270.95023399591,1086.83226009458,1513.27599343657,2008.33836213499,1434.54479827732,1406.00447353721,1705.58693466336,1536.58573147655,537.070717142895,1616.42255554348,2039.39555793256,2636.98570780456,1032.33084679767,523.117005011067,6178.39914093722
"352",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Gitoki,RW5303,,1645.51449408382,2433.39927887917,1505.23729235679,1984.57827059925,1966.85943053663,984.366512425244,1641.1629364118,2089.64429274201,1425.46663616598,1251.78171073645,1467.14621320367,1524.11174344271,561.081444747746,1634.00915326923,2130.57045693696,2361.63177925348,1013.14152092114,544.294983375818,7542.19686107283
"353",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Kabarore,RW5304,,2140.80518678948,3398.974840343,2275.10033560917,3077.79675162211,3112.20995110273,1518.05096117035,2304.04652877897,3048.46339394152,1878.66613738798,2090.0061423853,2396.59525997937,2139.93229798228,783.408294157125,2250.61156683415,2974.80248685926,3351.13304752856,1446.7049831897,794.041020443663,21182.3799950587
"354",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Kageyo,RW5305,,1038.08387392759,1592.63931289315,986.679355189204,1476.2330160588,1300.54152131826,583.304826769978,958.998835884035,1261.91123249382,857.360367596149,774.013309150934,998.749126844108,953.766264826059,333.237543510273,1036.47654798627,1265.38863264769,1647.89474126697,555.306963168085,328.693223206326,5641.29793009324
"355",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Kiramuruzi,RW5306,,1358.53292559832,2200.00499742478,1727.82761540264,2191.7181096971,2076.49398944527,644.625296507031,1308.20614849776,1415.36286799982,1371.00713427365,952.787938699126,1680.12037315965,1093.65328872204,391.096510645002,1465.0331370309,1485.09393223748,2300.31546343863,901.337782353163,368.663164022379,6088.35672990693
"356",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Kiziguro,RW5307,,1414.96644484997,2315.41987325251,1697.44486560673,2214.29522186518,2115.60608384013,699.054401833564,1284.01848056912,1431.89226037264,1234.88795746118,951.028145119548,1616.04050888121,1066.76110846549,414.056424714625,1471.24389716238,1572.27862615883,2330.55080017447,996.815050706267,372.968632267788,6186.32180177438
"357",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Muhura,RW5308,,1349.03988588601,2113.8721024096,1407.09686511755,1824.73814439774,1865.79149089754,790.454545848072,1285.08545584232,1932.34239830077,1159.7953543216,1116.12183814496,1417.44124792516,1238.54984650016,498.881190303713,1372.56695073098,1894.38025571406,2216.5893676877,810.508694902062,503.322156131268,5614.08708131132
"358",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Murambi,RW5309,,1342.78836459666,2035.60296706855,1572.06897728145,2004.17619740963,1962.89573340118,660.560922246426,1222.74604830146,1481.13760614395,1299.85364296287,889.696733981371,1546.60510845482,1013.43027058989,381.162122199312,1194.13128285855,1447.3705554679,2075.46890568733,1058.09139473736,385.795669201761,6020.01151499002
"359",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Ngarama,RW5310,,1495.35862670094,2282.8791513443,1435.23246437311,1787.31406293064,1721.63997947425,1057.66195053235,1524.82423933595,1996.00597842038,1337.50485864282,1471.63332353532,1371.76967786252,1709.47232025117,503.85017215088,1629.68216860294,1913.2485685125,2340.43515365571,941.736476585269,519.904756620526,5886.85992677159
"360",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Nyagihanga,RW5311,,1060.81792517751,1818.39864438027,1145.5089366883,1512.30856718868,1513.17094284296,758.496759120375,944.832934968174,1470.65775474161,1025.80735531077,985.216493546963,1127.22650007159,1141.61542262137,378.543512282893,1151.75763534009,1437.42698712647,1949.98513228446,695.196378979832,383.065958574414,7244.12369017591
"361",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Remera,RW5312,,1161.47068296373,1805.20658572018,1258.00085729361,1747.0726954937,1619.17624087632,645.222074612975,1089.13888493925,1526.9268462956,1045.2244046852,849.602134823799,1264.75058102608,1043.62886029482,420.965264216065,1160.85749033093,1598.51337182522,1898.57139083743,830.921192087233,397.722542360425,5265.00581924763
"362",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Rugarama,RW5313,,1657.62529906258,2787.93343487754,1780.66821881011,2441.22950981185,2488.56764251739,876.92173172906,1546.35699335858,1887.59016637504,1512.69086026587,1192.20319397561,1843.91149005294,1474.04249912873,541.367518071085,1675.99902233854,2055.71155938134,2861.67485627159,1089.67313433811,491.66541592963,7605.51459538212
"363",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Gatsibo,RW53,Rwimbogo,RW5314,,1587.95672415011,2881.34775047004,1960.37254388258,2459.8496943377,2148.56656036153,1139.99865019508,1780.94115836546,2265.17631500028,1464.25229264051,1622.35615950264,1553.22931970283,1615.57822665758,608.398436034098,1722.59856082499,2310.24512974173,2930.80007810891,1104.44477971457,590.016250246204,65245.5439575249
"364",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Gahini,RW5401,,1938.10464745946,2847.63454073668,2015.29751359671,2674.24109637365,2513.67733212374,1066.03764094971,1852.24396724068,2201.57701217197,1604.59731475264,1344.72399243712,1900.77956540138,1780.60645352677,604.596433167346,1832.15041194297,2295.80809543282,2981.11974419653,1130.36333319917,573.450352250598,20313.6354110656
"365",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Kabare,RW5402,,1672.58064748719,2335.99425640702,1618.12784970552,2105.79882142693,2076.22286451608,917.04338596575,1488.74665066227,2135.58216811344,1298.1143768467,1092.65912688151,1581.09334942698,1307.97598193958,593.043803855777,1571.12069094926,2251.93982620537,2427.26763728261,930.016726281494,556.260530296713,11151.7168570735
"366",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Kabarondo,RW5403,,1638.32286337763,2134.02147957683,1490.64540824294,2126.57708235085,1914.82049235702,655.703821063042,1474.93341150135,1665.28207813203,1185.7377371043,1022.22365143895,1545.45194593817,1362.92075567693,442.046217985451,1547.9173688665,1678.56313054264,2181.32899090648,880.536514289677,433.760266888887,5482.92936659049
"367",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Mukarange,RW5404,,2336.3921463713,2927.86418533325,2272.1857650429,2608.49555081129,2668.384707205,879.273429527879,2311.37470446527,1975.62194306031,1621.19977367669,1289.3685451448,2347.37802028656,1961.2244348526,539.810346597806,2180.3840463981,2049.79861378297,2919.65842220932,1291.75054660067,514.595281844027,5422.12564837949
"368",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Murama,RW5405,,1002.18386954814,1404.73281280696,970.455814413726,1279.55630765855,1367.00932638347,478.410974074155,870.844633564353,1157.07484804839,796.861442148685,652.144206952304,953.272042922676,837.179297544062,314.174955844879,910.54207918793,1193.00304958224,1524.00321167707,635.438202470541,301.38624346815,6956.7895556371
"369",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Murundi,RW5406,,1543.39414129779,2454.05617278069,1623.52416327223,2164.79892915115,2037.07219015807,836.14030566439,1568.26229033619,1823.14539309591,1263.77562599443,1186.42854802683,1504.10784709267,1598.48425015062,509.725414888468,1503.54872482829,1935.55835337006,2620.92299411818,882.490605951287,474.879320212174,49448.4273677274
"370",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Mwiri,RW5407,,1001.9385524001,1453.51205465198,981.607125490904,1359.89092730358,1178.76446451619,568.424753364176,1058.9491513744,1163.61575577036,842.902482716367,787.035307191312,917.466431621462,977.997484687716,333.636942503974,1013.24218516052,1266.9052034989,1610.23236375302,599.853153111413,303.089957265649,51856.7392054321
"371",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Ndego,RW5408,,728.253994755447,1301.54119234532,915.344633113593,1233.6472167559,1163.69879513979,559.339330615476,750.664830453694,1055.91379480064,616.127429720014,608.439256446436,796.50380141288,625.741993930191,296.604598198086,765.064043765888,1126.28385886922,1377.734657038,520.739071020856,275.03655411303,17837.1958621933
"372",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Nyamirama,RW5409,,1526.13357005268,2212.13799194992,1583.92711865902,2033.11895997822,1933.69887566566,764.534215196967,1405.81125563383,1592.65195380151,1262.84433121234,842.051232419908,1559.42518503964,1355.95664358884,455.277306571603,1606.68605603278,1728.80489876121,2350.28377364576,963.910490691662,414.842113271356,6152.87430840855
"373",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Eastern Province,Province de l'Est,Iburasirazuba,RW5,Kayonza,RW54,Rukara,RW5410,,1516.24877458811,2278.23163322359,1603.45164740458,2128.72746216506,2009.14423659816,789.162098370492,1333.37758767977,1597.80093248934,1293.69140706956,981.223984260112,1591.23156648502,1210.07511439174,448.555075827986,1517.81209814548,1703.27889886871,2382.29974315315,898.590512916446,416.183275565505,6483.76291815896
