fid,ADM0_EN,ADM0_FR,ADM0_RW,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_FR,ADM1_RW,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,F_20_to_24sum,F_5_to_9sum,M_15_to_19sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,M_20_to_24sum,F_1_to_4sum,F_30_to_34sum,M_30_to_34sum,F_15_to_19sum,M_25_to_29sum,M_0_to_1sum,F_25_to_29sum,M_1_to_4sum,M_5_to_9sum,F_35_to_39sum,F_0_to_1sum,Area
"139",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Gishyita,RW3103,,1038.13187368214,1468.87895090878,1035.68262137473,1536.46803615987,1395.9488170892,418.164695534855,782.975241281092,1132.29021433741,668.238975957036,562.70025479421,977.755573190749,655.822965912521,306.159150047228,990.57458961755,1162.56500071287,1596.6670948565,562.78860148415,294.930514236912,4448.82338595048
"140",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Gitesi,RW3104,,1096.87398972362,2221.03240306675,1301.59778828174,1754.20005343854,1747.00794883072,501.979589775205,985.628777004778,1321.09391706437,845.048286296427,665.290801078081,1206.36710041016,894.736265935004,360.418342072517,1083.61286994815,1368.60107290745,2180.29363776743,704.309827405959,344.108704911545,7605.06315276083
"141",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Mubuga,RW3105,,1018.39722825587,1488.13846899569,1064.14246864617,1377.20712134242,1336.15010601282,416.189597100019,808.679060459137,1089.00967150927,701.727940395474,491.692445114255,992.563909679651,700.010279923677,281.309031713754,892.219870656729,1068.20270857215,1575.2503696084,526.053293645382,283.65712825954,3729.6221650189
"142",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Murambi,RW3106,,981.065077871084,1623.38983257115,1152.12986733019,1302.57677657902,1358.60766002536,483.116225540638,836.351524479687,1031.73174717277,974.16191457212,668.733578953892,1042.96808793396,717.601602956653,257.76307577081,1007.46760972589,978.792642273009,1664.54924163222,660.777449864894,268.737791575491,5099.97790129336
"143",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Murundi,RW3107,,1302.24699661881,2062.20020309091,1400.33777862787,1766.7819698602,1799.47538007796,603.113706111908,1058.22826687247,1310.93974839151,1137.02689226717,776.392952159047,1280.48778479546,1018.10427554697,354.25956193544,1309.43784158677,1345.21459402144,2126.77065983415,827.383696097881,341.463802646846,6631.91359512023
"144",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Mutuntu,RW3108,,775.206879340112,1588.64606325328,857.626247309148,1233.38700792938,1230.79379752278,1376.67016048357,892.960183814168,924.071170784533,668.079528100789,1429.82573228702,838.168788842857,1180.55949228257,240.20478592813,810.192873872817,912.11932208389,1576.61396048963,471.816554866731,240.695183370262,6464.30989199173
"145",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Rubengera,RW3109,,1666.17149753869,2428.9011863023,1599.96113657951,2017.87944673002,1998.31601804495,786.729260783643,1395.51107919961,1901.03607245535,1199.15711830556,1054.72953218222,1630.27142377198,1322.60844480246,505.458126436919,1618.43123918772,1919.35449032485,2414.00265109539,938.596040498465,495.167699111626,4768.9338409959
"146",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Rugabano,RW3110,,1094.95055892318,2036.93271622062,1115.24585070461,1641.85265213251,1577.33453377336,585.972438994795,921.69179174304,1343.92067591846,965.583411775529,757.960829183459,1173.41686184704,916.67792019248,361.67214801535,1106.67975779623,1373.36214519292,2104.20003035665,592.994874544442,350.054437471554,7620.32539425139
"147",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Ruganda,RW3111,,727.210938379169,1451.42700876296,806.428420908749,1212.09304674715,1109.82429052889,427.85289690271,675.984982736409,829.654841884971,647.316285844892,559.766816541553,819.901276774704,671.332008592784,231.61963156797,792.515529170632,879.51928769052,1520.53100831807,435.811544463038,216.102303866297,5999.01778563695
"148",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Rwankuba,RW3112,,1591.6565059498,3136.97070410848,1831.36355433613,2710.39060784131,2804.94914067537,800.622582446784,1282.28632429987,2049.90561984479,1152.46759974211,906.278778932989,1937.97892398387,991.500727906823,544.509980082512,1478.34016945213,2067.64440568537,3157.06100052595,945.478014096618,533.944154340774,7026.4371213504
"149",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Karongi,RW31,Twumba,RW3113,,1205.59220762551,2058.30847908556,1280.60947223753,1610.69805309922,1673.34405445307,570.186682425439,997.543705679476,1244.84996404499,859.338000297546,792.126898970455,1226.25069019198,909.379608526826,334.12522626482,1134.54612103105,1268.75938553363,2077.0046037063,702.404299631715,324.249237488955,9933.27964405593
"150",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Boneza,RW3201,,1241.3990829289,1772.85459628701,1304.89210958779,1563.5180003643,1493.56011798978,509.77701164782,1185.69118985534,1236.06963273883,777.539920687675,725.685089945793,1183.09560495615,1033.73753136396,332.711961910129,1055.91332133114,1263.392825827,1812.26494148374,588.007617466152,321.962200652808,3312.59232415013
"151",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Gihango,RW3202,,1216.93371401727,1889.68850539625,1148.10115301609,1611.43312332034,1528.86488762498,582.227261148393,1095.86525151134,1281.60581381619,883.440677143633,684.063885495067,1174.40116229653,1020.41060271859,340.91418383643,1045.45428545773,1294.53876072168,1926.30361607671,626.130808457732,333.823136169463,4660.56633666278
"152",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Kigeyo,RW3203,,1151.30423052609,2004.93930450082,1250.4152880162,1620.02391585708,1544.59157499671,607.260153084993,1132.68140476942,1357.04152742028,744.501256920397,754.80367963016,1200.65068036318,972.948834985495,368.301211182028,955.329120531678,1398.53440961242,2028.37581202388,644.230397500098,353.472057949752,4116.33535792708
"153",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Kivumu,RW3204,,1537.60083188117,2764.85805645585,1649.65223413706,2189.57249417901,2215.39591035247,873.45191334933,1397.31513129175,1832.5083565861,1101.48982833326,1103.78980246186,1679.14857685566,1192.23870946467,487.754722051322,1308.81836254895,1852.13003973663,2877.68762680888,834.566324695945,477.318110600114,2917.50249314833
"154",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Manihira,RW3205,,697.729915626347,1318.08585292101,745.392489738762,1051.13661050797,1017.55367824435,337.993165817112,703.515890337527,971.156044080853,587.602541781962,463.010999567807,768.282522954047,585.265947178006,255.687119815499,721.992511108518,970.909684956074,1390.24479460716,377.037245742977,252.95950325951,3722.26422197665
"155",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Mukura,RW3206,,1917.94083856791,3535.31442528963,1854.64041011781,2798.88713745773,2668.67123183608,881.788197193295,1571.17335706949,2476.4722943902,1510.68021205068,1339.90919610858,1957.8082049787,1479.89260932803,663.657778959721,1868.05555009842,2520.0791791752,3507.9731695056,1044.22241238505,645.05301723443,10382.3040554292
"156",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Murunda,RW3207,,896.134097710252,1627.02020989358,835.783016063273,1211.25004757941,1198.26927736402,521.879444744438,786.33812957257,1082.66737033427,816.792701005936,650.376034446061,859.982329018414,832.169625550508,298.491907507181,896.4666159302,1133.45051638782,1722.21572010219,511.382859393954,282.005129661411,4564.89986714569
"157",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Musasa,RW3208,,1037.60426059365,1827.90733879805,1080.86646543443,1528.39195561409,1405.16954256594,571.735704213381,1111.67818824947,1210.99626921117,830.41181486845,740.590179204941,1089.96731458604,919.525929227471,312.826661165804,1010.12713775039,1187.88324160874,1766.65801215172,584.00624769181,315.431290149689,4378.57946929536
"158",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Mushonyi,RW3209,,1230.81909328699,1912.69726854563,1096.133306548,1470.94068482518,1411.91088271141,614.471500113606,1107.56168703735,1393.54427222908,839.663784459233,857.238168716431,1233.53511564434,981.161965996027,376.162318505347,1011.57298955321,1428.38497281075,2018.05845877528,613.520242400467,362.980037711561,3238.83941188866
"159",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Mushubati,RW3210,,1240.10711678863,1992.22794152796,1282.89330093563,1712.44250486791,1659.21070463955,550.488742489368,1188.34895266593,1441.93719179928,870.211922630668,705.144593916833,1271.24562348425,1018.23989930004,369.133225694299,1158.05484121293,1401.69370144606,2033.57033859193,684.397156387568,375.585044968873,5250.03813725583
"160",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Nyabirasi,RW3211,,1237.52776035666,2510.17308078706,1401.11837825924,2128.11068145931,2195.35852892697,720.742696106434,1126.97219751775,1614.81052818894,997.911824546754,810.906356237829,1443.82030376792,962.242999676615,426.292046714574,1088.86688040942,1618.74040775001,2418.37686118484,793.598230056465,420.613797884434,9150.13652151122
"161",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Ruhango,RW3212,,1370.8604734689,2434.62319894135,1299.616495125,1933.76340797544,1922.49927273393,808.936380721629,1153.61194761842,1629.97571218014,1106.67943054438,1035.97536671162,1391.53518179059,1006.94031278789,444.762108583003,1302.84668475389,1688.8760638088,2523.94409137964,845.314197413623,424.56390850246,5675.14897654474
"162",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rutsiro,RW32,Rusebeya,RW3213,,997.940426684916,1747.63725630939,1099.87188248336,1476.03337585926,1442.37585231662,457.059281460941,869.142238520086,1289.3349647373,759.011148251593,582.624487802386,1065.47884232551,722.350229628384,353.470146559179,936.680845700204,1342.21698024869,1822.55685400963,563.642493203282,335.836352877319,5295.18623801504
"163",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Bugeshi,RW3301,,1326.59763543308,2654.31980568171,1470.48161689937,2189.13065490127,2191.41165009141,620.633464932442,1060.49315716326,1936.10767202079,910.594001993537,692.791786044836,1522.79185019433,949.784916527569,497.410688169301,1223.67661723495,1888.79623481631,2667.44413343072,759.708672612906,504.302924238145,3126.76970869901
"164",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Busasamana,RW3302,,1435.24029275775,2975.59065008163,1657.22365906835,2671.84833022952,2659.28430587053,680.236830718815,1062.04865391552,2121.3123177886,1162.42880910635,806.116843312979,1794.34178884327,858.767710492015,537.603699453175,1309.88651126623,2041.41944158077,2962.56413143873,1000.42323110998,552.543655119836,3540.46615314149
"165",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Cyanzarwe,RW3303,,1583.99900984764,2851.57222491503,1412.05190603435,2322.42718449235,2390.45203012228,844.747363321483,1150.90669773519,1987.15522733331,1136.29915717244,986.612260341644,1537.71035784483,1051.43123499304,522.76629589498,1340.67933671176,1985.07801294327,2725.608166188,816.262003719807,517.599386304617,3504.71235240243
"166",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Gisenyi,RW3304,,1913.83097320795,3580.0388546586,2121.78762578964,3000.40656703711,3304.87893033028,1158.85450366139,4165.44218510389,2445.79232209921,1400.96133160591,2622.99253806472,2126.05400386453,4212.23257383704,639.601405620575,1775.37833142281,2428.73084688187,3449.97938001156,1209.92187067866,637.061770215631,1132.87671010014
"167",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Kanama,RW3305,,1370.75383546203,2335.89286780357,1200.39229603857,2083.43042948842,2209.74060152471,616.313280966133,1096.99145179987,1632.04390764236,956.743865154684,803.870085831732,1389.33668158203,898.110157962888,427.253973517567,1142.17473134398,1622.39319299161,2235.37713848054,757.296181090176,425.102624088526,4321.72864399102
"168",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Kanzenze,RW3306,,1105.70573909581,1894.85513281822,1028.34413640201,1563.78398196399,1661.25882938504,544.50743650645,867.775883406401,1403.42368851602,808.085404552519,674.43008865416,1122.01498174667,783.703646957874,358.230601210147,973.704031616449,1360.29363162816,1791.56306216121,643.614633910358,365.553347628564,2274.83145128941
"169",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Mudende,RW3307,,1342.5382964015,2128.46694651246,1164.51848436892,1826.2830362916,1947.77880036831,676.24051772058,903.821578919888,1615.0106639117,899.716900229454,814.998020224273,1299.88681083918,830.21583533287,415.958472579718,1176.71808584034,1579.50117391348,1989.69165325165,740.593302957714,420.665968261659,3333.90467879761
"170",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Nyakiriba,RW3308,Nyakiliba,1537.77786518633,2254.65906751156,1389.68739882112,1960.02711093426,2018.61727595329,764.598833046854,1283.64208962023,1686.43286728859,1099.13111631572,997.164617016912,1456.85199853778,1097.3149074018,422.910291239619,1334.17400853336,1605.8990893662,2281.78209641576,842.959157422185,439.269464693964,2205.65151144242
"171",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Nyamyumba,RW3309,,1970.80462911725,3019.3554738462,1908.57098278403,2470.14556598663,2472.5773241818,939.609341353178,1674.80757430196,1981.61391493678,1232.94779157639,1308.96511507034,1827.61444553733,1671.09481917322,532.330931417644,1495.60685782135,2021.39744052291,3064.53986626863,1009.68562865257,516.156018011272,2351.04065367033
"172",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Nyundo,RW3310,,1475.47504007816,2384.19562521577,1421.4773542732,2157.43340373039,2201.91593632102,685.02613414079,1192.23569343984,1697.59471960366,1037.12980988622,756.789753831923,1579.77665969729,911.165228717029,450.882009536028,1220.41571165621,1712.11487154663,2284.56292015314,834.321479082108,442.176801804453,3173.17558634153
"173",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Rubavu,RW3311,,1997.336992383,2820.96579644084,2047.05086511374,2524.26307606697,2624.72921466827,1871.48607109487,3054.7848329246,1989.01717221737,1418.4463134408,2979.1053071022,2201.54649189115,3496.54574586451,552.16845060885,1846.64495047927,2096.725522995,2992.73234158754,929.217216059566,518.084354743361,2585.91178821599
"174",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rubavu,RW33,Rugerero,RW3312,,2426.11160293221,3382.75053983927,2215.01925441623,3060.38132098317,3176.28805503249,1000.7762118727,1981.22760140896,2384.87009775639,1532.06195364892,1359.87942270935,2263.57160064578,1719.73268514872,659.111887268722,2062.49560284615,2502.81719389558,3259.18025845289,1269.81424888968,621.193207286298,2549.55273406286
"175",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Bigogwe,RW3401,,1636.77995041013,2765.60828395188,1610.82458983362,2554.80878537893,2420.09540596604,837.788616552949,1215.03883237392,1991.95508402586,1083.77351935208,945.475662901998,1658.89905907959,1117.02586949617,510.530810099095,1417.94760720432,1938.61667068303,2773.8906056881,891.506512947381,518.849609836936,5259.09984970884
"176",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Jenda,RW3402,,1860.43419347703,3029.83411449194,1727.86943167448,2713.03926593065,2705.44969418645,771.517424479127,1496.12332074344,2160.24421875179,1179.09179992229,1000.9872822687,1868.05473910272,1200.27663251013,576.120717938989,1528.09916172922,2187.67833957076,3000.9849640727,931.052710518241,562.684337042272,4817.35857246106
"177",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Jomba,RW3403,,1006.08648486435,1746.24559524655,1033.7288120687,1439.5498277396,1390.46675442159,485.000356368721,856.480041354895,1174.7791929096,671.843419566751,573.896958217025,1080.77449257672,727.464744523168,302.584204223007,827.456801429391,1148.99000711739,1625.00224912167,553.234403289855,305.997727256268,3528.63806128442
"178",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Kabatwa,RW3404,,1085.57970032096,1654.81421419978,999.972152471542,1480.33786842227,1478.0011896193,312.65475352481,926.055475965142,1301.04136674106,566.718615226448,531.625862523913,1133.57551726699,744.800783634186,348.377906858921,926.326183050871,1322.88041844964,1691.63980662823,380.844849392772,338.885588206351,5240.90515439566
"179",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Karago,RW3405,,1158.90926181525,2251.12831659615,1135.66192940623,1766.62313891947,1821.1712192148,506.299196109176,925.296977967024,1476.3827342391,852.85082166642,619.521161399782,1200.01758536696,749.144222952425,402.904357943684,1088.99693098664,1529.93144102395,2163.34896835685,707.725823462009,384.557170081884,3839.58347592738
"180",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Kintobo,RW3406,,647.876686111093,1281.24067944288,716.45171096921,1130.65744175017,1132.89703390002,329.40045902133,564.626277796924,893.194036439061,541.964057013392,398.865308851004,772.039677038789,511.104892402887,231.177299935371,627.344560794532,877.839690208435,1239.42616093159,385.525945551693,232.652523335069,2762.69933040481
"181",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Mukamira,RW3407,,1404.89390602708,2431.86537998915,1413.28654012084,2228.61340242624,2254.23505574465,692.016023091972,1552.04972630739,1650.48158289492,990.880926959217,1066.43639196455,1526.7457113564,1623.37132571638,436.110897451639,1253.44980572164,1656.02519504726,2531.17017638683,824.482983671129,429.905158862472,3884.00666402967
"182",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Muringa,RW3408,,1337.23980908841,2068.59966647625,1124.60204005986,1821.48555848002,1692.00338308513,588.960754249245,951.541414365172,1501.41847500205,801.870844461024,641.43740336597,1264.18880315125,740.78642546013,416.145117603242,1022.46876118332,1580.20993601531,1998.40989243984,691.474245648831,391.078289490193,6873.69564813008
"183",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Rambura,RW3409,,1352.63433106989,2469.11550436914,1430.3479038626,2073.35349234939,2113.02308090031,654.649218536913,1072.76535414159,1719.70320491493,973.15541222319,813.615726862103,1455.17319861054,821.251451667398,456.085466518998,1239.22227694839,1731.87369346619,2458.24833346903,777.356047727168,447.935450728983,6411.1546623166
"184",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Rugera,RW3410,,1292.96698439121,1708.91427376866,1183.21501120925,1741.34263569117,1788.44815424085,642.324751920998,1027.2547326237,1439.63424225152,885.803536191583,795.933749251068,1275.64286217093,887.909751668572,379.123840462416,1234.43129718304,1439.63065518439,1678.65919324756,664.338746704161,374.985208947212,4148.37986412812
"185",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Rurembo,RW3411,,1197.89680284262,1841.95472310483,1188.27931763232,1731.36538635194,1608.95184385777,585.447648204863,996.243032775819,1453.8756313622,851.691754475236,688.814697884023,1238.81050908566,792.557878918946,378.062691897154,1042.58926992118,1435.60125854611,1834.84847034514,621.515837334096,378.694709841162,3999.83518815915
"186",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Nyabihu,RW34,Shyira,RW3412,,1089.84052248299,1511.10656259954,1069.23647364974,1392.27837105095,1408.70443439484,556.554244123399,759.075104817748,1183.82193791866,749.035206392407,659.271139845252,1129.94325046241,689.173047550023,306.9934030734,1016.11400106549,1165.73280605674,1506.258216694,652.358008526266,308.353111132979,3395.5468906259
"187",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Bwira,RW3501,,868.5582299456,1499.94033256173,827.289503291249,1275.77833451331,1197.1262935102,470.68341396749,677.861360676587,1049.23217648268,647.102402202785,535.793375000358,930.552338778973,620.621787808836,278.074436742812,774.15071259439,1055.92008014023,1500.85528726876,480.445275492966,273.296169444919,3843.11096547467
"188",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Gatumba,RW3502,,1145.99947976321,1733.02291758358,1127.15501697361,1560.64961117506,1548.22676362097,640.088927552104,935.767785325646,1225.5968773216,945.841177299619,742.439290709794,1180.29073794186,822.660321578383,307.410646680743,1105.68482634425,1167.31725895405,1776.58118398488,706.687858022749,319.234341856092,4381.67466913345
"189",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Hindiro,RW3503,,1235.65001879632,2031.26524993777,1367.59754167497,1701.53438550234,1686.1302652806,603.354995593429,986.538656115532,1381.4049397558,822.015200525522,676.780787780881,1411.66262945533,856.330140382051,335.118982952088,1011.83956934512,1272.53298260272,1968.40256395936,705.357043713331,359.818069703877,3531.97780212192
"190",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Kabaya,RW3504,,1633.1582814455,2706.75994351506,1668.95575113595,2255.04972422123,2136.16649109125,807.189587317407,1296.58691842109,1948.74018076062,1196.05228868872,969.022582165897,1774.7028478384,1160.76989337057,506.276753686368,1352.27639041841,1922.4628880769,2698.93273615837,971.143305517733,507.593324862421,4940.77971647501
"191",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Kageyo,RW3505,,1116.47311539948,1682.14730656147,1078.83851376176,1474.9391605705,1488.79446040094,537.05886734277,798.945999197662,1206.47171908617,787.453846551478,600.597678422928,1092.58734101057,647.967919528484,311.253785494715,883.876713976264,1181.91062287986,1650.79852893949,638.965122707188,314.252762123942,4659.94689056941
"192",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Kavumu,RW3506,,1512.18351498246,2339.83249929547,1425.36588039994,2064.87428955734,2053.14506566525,688.037942357361,1104.13728234917,1732.99081805348,1041.05723802,840.709612555802,1525.79746563733,939.538398779929,464.375964913517,1178.80137774348,1763.35499417782,2407.29001486301,885.507347002625,451.396564926952,5738.54958718815
"193",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Matyazo,RW3507,,1402.56587570906,2079.57894894481,1424.50209875405,1851.21745672822,1806.8021633625,641.353193923831,1094.96999917924,1382.22628708184,901.708458766341,828.935582347214,1566.23862062395,928.358801245689,366.07699496299,1091.24254769087,1390.08843393624,2002.59633025527,788.61175955832,360.032000988722,4133.63289004479
"194",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Muhanda,RW3508,,1366.61294732243,2363.84667897224,1442.02527748048,2187.39269417524,2054.78469601274,679.582037761807,1063.04370565712,1796.68047901243,1084.41575294733,714.368612255901,1563.14074968547,842.367395848036,462.421137154102,1220.5842127949,1755.93197694421,2278.89476230741,761.968945741653,467.985921807587,10703.4206515356
"195",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Muhororo,RW3509,,1137.42182219028,1647.31307867169,1062.22162243724,1432.55052660406,1440.88340297341,621.04865898937,904.483968086541,1167.3953423351,813.059660673141,682.429620273411,1159.22759738564,790.540972650051,315.60547779873,991.830951571465,1198.43511769176,1713.03772339225,630.250346831977,304.074425447732,3750.07011744555
"196",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Ndaro,RW3510,,1169.44348612428,1897.72889606655,1132.95208280534,1553.16766469181,1497.15103802085,514.72459128499,982.32034573704,1262.47260610759,916.784548565745,697.999791935086,1143.49074049294,751.197794958949,327.225149653852,985.84586995095,1242.55800477415,1816.45197930932,676.972906146199,328.83944853209,5579.16735874382
"197",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Ngororero,RW3511,,2113.06948904693,2605.89263667166,1968.60086421669,2577.51549038291,2458.43442440033,975.855558909476,1667.01812848449,1936.04600404203,1349.9905231297,1126.63586387783,2009.55087405443,1359.47102142125,481.606508180499,1792.66681370139,1828.7836843878,2641.52255101502,1090.39658033103,504.286822907627,5892.81477368196
"198",Rwanda,Rwanda (le),U Rwanda,Rwanda,RW,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Ngororero,RW35,Nyange,RW3512,,1082.26115977019,1796.28877785802,1163.46202911437,1489.09788578749,1536.76765802503,462.020317871124,934.063640542328,1130.3933558315,977.727332510054,633.335777439177,1060.9201380834,754.891184732318,297.663315918297,993.577727131546,1130.30409279466,1778.40120318532,653.806649185717,294.436422601342,5477.42256771945
