fid,Shape_Leng,Shape_Area,ADM4_EN,ADM4_PCODE,ADM4_REF,ADM4ALT1EN,ADM4ALT2EN,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,F_25_to_29sum,F_15_to_19sum,M_15_to_19sum,F_1_to_4sum,M_0_to_1sum,F_0_to_1sum,M_30_to_34sum,M_10_to_14sum,F_10_to_14sum,M_35_to_39sum,F_20_to_24sum,M_5_to_9sum,M_1_to_4sum,F_30_to_34sum,M_20_to_24sum,F_5_to_9sum,F_35_to_39sum,M_25_to_29sum
"2667",0.406810273151,0.00345958993923,Keshabpur,"10783871",,,,Bauphal,"107838",Patuakhali,"1078",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,1075.18092042953,857.909632436931,883.820407398045,800.883677467704,202.942003021017,199.560473864898,811.042129084468,1223.11409924924,1101.15447162092,822.320336222649,1032.55130910128,1192.03101417422,813.925371810794,945.401464395225,655.430057525635,1154.12795595825,866.082591310143,766.613857798278
"2668",0.30983995915,0.00193361787865,Keshabpur,"40413828",,,,Keshabpur,"404138",Jessore,"4041",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1455.61378866434,1265.46130347252,1305.82471272349,886.2413828969,228.278971023858,220.829512417316,1176.07060983777,1411.44487717748,1308.70231226087,1225.32512977719,1515.34842330217,1245.11842727661,915.542647108436,1295.19891142845,1126.13063147664,1188.52025598288,1288.74128592014,1232.42644515634
"2669",0.200807989152,0.000948583703024,Keshabpur Paurashava,"40413899",,,,Keshabpur,"404138",Jessore,"4041",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1461.84704622626,1270.88028711081,1311.41654208302,890.036463856697,229.256512440741,221.775152757764,1181.10680246353,1417.48899376392,1314.30646216869,1230.57224196196,1521.8374787569,1250.45029836893,919.463201642036,1300.74523952603,1130.95297244191,1193.60976305604,1294.25996056199,1237.70396846533
"2670",0.230018881393,0.00134669685248,Kesharhat Paurashava,"50815399",,,,Mohanpur,"508153",Rajshahi,"5081",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,883.653227418661,728.542425274849,851.311477661133,492.167792066932,126.110703129321,122.636080697179,741.953896820545,815.516668379307,742.800865456462,735.61656716466,912.116390705109,713.32251958549,505.783472657204,795.08593711257,761.19986847043,668.482684120536,781.121614038944,777.324737355113
"2671",0.235623861513,0.00167196779548,Kesharpar,"20758066",,,,Senbagh,"207580",Noakhali,"2075",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1805.02835282683,2144.25306606293,1924.29931670427,1676.07762312889,430.823216997087,417.637238234282,1118.57215106487,2318.78675127029,2239.89421111345,1121.6970718801,2028.20038214326,2395.85845023394,1727.87285459042,1476.85862240195,1349.28007566929,2278.62724339962,1395.27908483148,1280.04849240184
"2672",0.304590248232,0.00175632435466,Ketkibari,"55731576",,,,Domar,"557315",Nilphamari,"5573",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,974.43812392652,825.653773516417,927.433198645711,786.780249208212,203.863786026835,196.04625178501,773.993912756443,1049.03870718181,968.634315147996,794.885953679681,997.519854679704,1146.5490411669,817.6223590523,833.11276717484,691.125144600868,1070.24294020236,794.019831374288,785.782923698425
"2673",0.185161582397,0.00119199673978,Khadergaon,"20137634",,,,Matlab Dakshin,"201376",Chandpur,"2013",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1048.11123391986,1209.45016926527,1080.18927261233,858.788401812315,217.725455924869,213.988913908601,644.085195109248,1263.72568255663,1262.17901599407,666.746224671602,1172.60183641315,1212.49124854803,873.216375440359,883.065881609917,764.219238102436,1166.85473138094,873.445814341307,709.91772583127
"2674",0.482971165024,0.00344683171847,Khadim Para,"60916242",,,,Sylhet Sadar,"609162",Sylhet,"6091",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,4048.84957292676,5067.97101038694,5193.68195176125,3972.82153625786,1017.62597266585,989.929218802601,3107.35375230014,5264.78910622001,4980.76651728153,3055.91964519024,4469.75223018229,5422.04954513907,4081.32214748859,3494.01378855109,4219.98552723229,5206.42527079582,3248.68129448593,3646.03040935099
"2675",0.665464449566,0.00709680315427,Khadimnagar,"60916240",,,,Sylhet Sadar,"609162",Sylhet,"6091",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,6395.44287116826,8005.21691115201,8203.78619659692,6275.35123918205,1607.4118475914,1563.66287723556,4908.28395675495,8316.10495381802,7867.47128120065,4827.04016609117,7060.28824238479,8564.50888295472,6446.73558712751,5519.04069907218,6665.76416042447,8223.91516360641,5131.52075330168,5759.16165053844
"2676",0.290774273182,0.00214706535665,Khadimpur,"40180771",,,,Alamdanga,"401807",Chuadanga,"4018",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1115.90036943555,872.961717844009,941.723407149315,653.904054224491,169.236328277737,162.936779230833,939.291386723518,1061.07360655069,964.040615141392,935.462332293391,1084.76892194152,915.704163551331,678.744406223297,1013.31040790677,783.083820238709,889.505202025175,975.948721855879,935.951885253191
"2677",0.226717220494,0.00173106680836,Khagakanda,"30670263",,,,Araihazar,"306702",Narayanganj,"3067",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1622.37182500958,1578.2637989223,1502.58187183738,1024.09488253295,264.318654309958,255.179206360132,1428.39759010077,1422.43290904164,1343.16975998878,1318.28549985588,1848.13326320052,1397.77471122146,1060.08449418843,1238.51689885557,1540.92662715912,1328.22508870065,1142.32961626351,1638.98078075051
"2678",0.188809229652,0.000729127347087,Khagaria,"20158258",,,,Satkania,"201582",Chittagong,"2015",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,652.173988312483,755.52189218998,716.981339663267,456.450014039874,117.768672890961,113.736099153757,518.389534860849,705.093740403652,659.441618204117,493.670384705067,763.205052882433,638.551965534687,472.326644405723,524.979331403971,657.125975817442,605.342261463404,494.413021296263,593.13003847003
"2679",0.334592357332,0.00234631032215,Khagaura,"60361150",,,,Baniachong,"603611",Habiganj,"6036",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,994.301736593246,1064.1932040602,1043.79524508119,1062.5555216521,270.790999107063,264.762654677033,701.616828598082,1194.92706187069,1142.17746424675,732.978555805981,1059.55308926105,1432.67695559561,1086.04269984365,866.063168376684,815.895564705133,1357.5574721992,818.719664245844,776.532843917608
"2680",0.357082307329,0.0028467902031,Khagdahar,"45615267",,,,Mymensingh Sadar,"456152",Mymensingh,"4561",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,3632.21913644671,3169.37688058615,3353.48950105906,3372.62131258845,860.301660172641,840.374114371836,2791.31552368402,4283.95956021547,3970.0026871562,2796.55416348577,3864.01473352313,4844.07630819082,3450.35242623091,3164.54461669922,2759.03704062104,4585.18041050434,3037.0009354651,2941.27928629518
"2681",0.22313567083,0.00268898407378,Khagrachhari,"20464963",,,,Khagrachhari Sadar,"204649",Khagrachhari,"2046",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,444.805704053491,421.272736783139,443.575010986999,382.098560079001,98.3082451724913,95.2095532901585,380.058027862571,541.833369646221,507.132985383272,401.688046676107,442.012786697596,553.279734045267,394.278085131198,373.307311708108,352.3688448295,525.475789055228,362.575066978112,406.514627983794
"2682",0.27699235049,0.00244967330335,Khagrachhari Paurashava,"20464999",,,,Khagrachhari Sadar,"204649",Khagrachhari,"2046",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1014.25041192025,960.590303584933,1011.44417311624,871.264954974875,224.163443047553,217.097774775233,866.612113056704,1235.49386660755,1156.36970158294,915.933097381145,1007.88197371364,1261.59397791326,899.036830447614,851.219063024968,803.474961649626,1198.19514559582,826.747290546075,926.938717436045
"2683",0.261259287538,0.00148515014808,Khaiyachhara,"20155347",,,,Mirsharai,"201553",Chittagong,"2015",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,838.39980635047,971.258311778307,921.712649568915,586.787590444088,151.397072136402,146.213011996821,666.41370524466,906.430591747165,847.742679268122,634.636095643044,981.135370284319,820.888064578176,607.1977327317,674.885196387768,844.765814289451,778.195456013083,635.590790227056,762.496077686548
"2684",0.366776187513,0.00326300116395,Khajra,"40870460",,,,Assasuni,"408704",Satkhira,"4087",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1851.00217732787,1749.54402895272,1700.09634155035,1123.41910034418,289.02245529741,279.928367719054,1501.61546598375,1837.42405317724,1720.07373708487,1506.65082468092,2040.95922085643,1668.50683403015,1159.16234397888,1705.40745939314,1438.42850278318,1588.36542461812,1685.04894171655,1542.82129594684
"2685",0.459525106951,0.0039875035428,Khajur,"50645057",,,,Mahadebpur,"506450",Naogaon,"5064",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,2145.31472016871,1585.52396987379,1781.75388534367,1222.2518773973,314.951317859814,304.555045092478,1763.04161801934,1845.76684521139,1650.93071100116,1763.97340998054,2207.32202963531,1747.37557005882,1263.15336195379,1913.79610988498,1568.81297716498,1660.85847096145,1881.44626277685,1838.78700086474
"2686",0.426296920021,0.0036737325221,Khajuria,"50696358",,,,Natore Sadar,"506963",Natore,"5069",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,758.413344532251,574.260832473636,629.840401038527,453.67680966109,116.557099841535,113.045080734417,618.555789455771,669.509419456124,602.995362177491,621.98684361577,756.619481876493,641.751881584525,467.467524588108,659.366229683161,543.954531311989,611.206975653768,650.92141777277,642.411923989654
"2687",0.464395239148,0.0021717154257,Khaleya,"55852752",,,,Gangachara,"558527",Rangpur,"5585",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,2553.04820811749,2010.55047294497,2208.50578862429,1763.86467060447,455.709905982018,439.511631272733,2043.33504837751,2527.53656926751,2323.78750681877,2075.21323600411,2605.11822855473,2601.81560865045,1827.68422961235,2176.59433308244,1876.78388568759,2445.07376053929,2134.89148172736,2115.32003733516
"2688",0.271143741633,0.00188929711942,Khalia,"30548076",,,,Rajoir,"305480",Madaripur,"3054",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1764.42308068275,1750.86765271425,1779.60001783073,1436.27065206319,369.357702907175,357.883234104142,1271.61351691186,2256.97582618892,2157.31697995961,1324.57863014936,1811.25132504106,2235.99021141231,1481.35739310831,1588.44371385872,1322.59096592665,2130.08389109373,1514.42747403681,1304.78830683976
"2689",0.531016815383,0.00466605884383,Khaliajuri,"45723840",,,,Khaliajuri,"457238",Netrakona,"4572",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,777.654998421669,679.363332338631,748.712830893695,822.202678635716,209.513566052541,204.872646968812,591.248642053455,987.070365928113,899.9965839535,596.179015804082,773.151787526906,1141.19097770005,840.281549975276,695.084450710565,585.941790558398,1082.29903693497,627.679248280823,603.081640135497
"2690",0.293967503521,0.00285332024301,Khalilnagar,"40879031",,,,Tala,"408790",Satkhira,"4087",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1247.08590012789,1178.38574963808,1145.61355413496,756.762910246849,194.697058614343,188.566676529124,1012.06499824673,1237.93930917978,1158.67978869379,1015.381842345,1374.89146345854,1123.76619151235,780.858007855713,1148.8478077203,969.796913944185,1069.77976518869,1134.95115781575,1039.73736040294
"2691",0.4293244574,0.00255907979311,Khalilpur,"60587458",,,,Maulvi Bazar Sadar,"605874",Maulvibazar,"6058",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,1707.23663109541,1874.48782345653,1834.70128764212,1696.47159686685,432.263211078942,422.71892972663,1201.2901410833,2043.87977971137,1956.36144414544,1260.56950835139,1800.92052829266,2320.93922811747,1733.64811755717,1490.38225449622,1414.96913193166,2208.99454422295,1424.66457475722,1331.20118224621
"2692",0.427089538146,0.00365939996856,Khalisa Chapani,"55731247",,,,Dimla,"557312",Nilphamari,"5573",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,2090.55792698264,1771.12369774282,1989.4829916805,1688.27047330141,437.448985882103,420.675402984023,1660.39394637942,2251.22331313789,2078.4456602484,1705.40015050769,2140.16334012151,2460.68284904957,1754.44633379579,1787.52663880587,1482.33312341571,2296.77745589614,1703.32998816669,1685.4672293961
"2693",0.395566242978,0.00213126197018,Khalishakundi,"40503947",,,,Daulatpur,"405039",Kushtia,"4050",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1416.0918354094,1096.03383491933,1205.78982500732,863.334122166038,221.391074378043,215.121590681374,1184.68181300163,1332.64831934869,1222.20702320337,1141.82778070867,1401.40474015474,1222.97405451536,887.917886763811,1277.32400107384,1032.90374028683,1180.63976496458,1212.76254872978,1176.91115477681
"2694",0.308111492732,0.00258196660507,Khalishaur,"45728379",,,,Purbadhala,"457283",Netrakona,"4572",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,1099.60198825598,920.432394102216,1022.96944904327,1115.43904268742,284.33729692921,277.93992299214,835.514133155346,1374.91189421713,1247.13336922228,838.918083459139,1084.07607014477,1586.08928284049,1140.37190386653,987.270157471299,791.765438944101,1501.40176358819,888.183320507407,836.964272603393
"2695",0.350220341755,0.00332858834503,Khalishkhali,"40879039",,,,Tala,"408790",Satkhira,"4087",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1396.97098185122,1320.39944082499,1283.08074477315,847.856313243508,218.128313381225,211.264908932149,1133.28512254357,1386.72342580557,1298.15789881349,1137.08536192775,1540.33357571065,1259.23980864882,874.832119092345,1287.08910289407,1085.59725090861,1198.75623677671,1271.72431534529,1164.38359920681
"2696",0.289070328741,0.00203837386954,Khalsi,"30561085",,,,Daulatpur,"305610",Manikganj,"3056",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1160.36854417622,908.545950606465,912.804011717439,778.018600612879,198.930743809789,193.863050274551,840.650455221534,1123.93521603942,1054.80703917146,906.954691752791,1163.35006956756,1114.69833882153,797.837777540088,1060.51741321385,778.415896549821,1077.51409175992,1046.55746029317,828.352537930012
"2697",0.297616203332,0.00265261863558,Khamar Para,"55276094",,,,Khansama,"552760",Dinajpur,"5527",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1315.51523268223,1062.79999290407,1193.44675828516,894.869903638959,230.97870266065,222.979531083256,1077.63294358552,1271.99653218687,1156.34276041389,1073.48401081562,1301.23001299798,1246.88106556237,926.370252043009,1120.09227097034,963.149189069867,1182.68699207902,1106.50677201152,1100.71047517657
"2698",0.353811787504,0.00200944583087,Khamarkandi,"50108838",,,,Sherpur,"501088",Bogra,"5010",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1143.65735830367,856.006718412042,943.02927416563,695.74741256237,180.679178830236,173.363110609353,890.975706681609,1017.3837774843,897.719833120704,933.493617624044,1141.98234084249,988.064764454961,724.637527629733,973.421405896544,848.622348099947,919.792861223221,972.523442611098,971.677900135517
"2699",0.359186417451,0.00267807846981,Khan Marich,"50761963",,,,Bhangura,"507619",Pabna,"5076",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1631.41197153926,1302.8807617873,1402.88552862406,1163.45548665524,297.305313490331,289.904438473284,1302.59336650372,1591.577442348,1449.01619935036,1258.8469196558,1711.35530683398,1600.34204864502,1192.38177537918,1384.48334178329,1217.44866299629,1518.72342434525,1302.93490670621,1375.31430751085
"2700",0.208551040449,0.00120651240042,Khandarpar,"30355855",,,,Muksudpur,"303558",Gopalganj,"3035",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,414.616327434778,390.36893029511,418.598058611155,339.058353170753,87.5014479458332,84.4849864467978,302.775290109217,519.758814692497,487.243363812566,307.17700766027,430.092532142997,508.758954375982,350.935999125242,366.670906230807,313.274280101061,482.25174665451,349.539021536708,316.596846058965
"2701",0.238949211161,0.00176403204869,Khanganj,"30827645",,,,Rajbari Sadar,"308276",Rajbari,"3082",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,447.634982474148,392.028123535216,404.040484324098,321.884699597955,82.7340014576912,80.205730529502,344.257215410471,472.216900415719,443.215583071113,344.891142435372,469.61723086983,456.81211361289,331.815507523715,391.976135507226,323.224640034139,436.017040394247,375.825148776174,365.104406103492
"2702",0.452260816557,0.00298061012194,Khangaon,"55948260",,,,Pirganj,"559482",Thakurgaon,"5594",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1009.01964084804,852.793410688639,938.655214995146,745.465194121003,192.488669145852,185.751561380923,830.752737164497,1038.20536457002,973.570957615972,835.50742559135,977.840399414301,1076.09425602853,772.001034900546,876.691120117903,733.205014288425,999.023866653442,850.904883444309,846.096431970596
"2703",0.306276058332,0.00185654889949,Khanjapur,"10063255",,,,Gaurnadi,"100632",Barisal,"1006",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,1172.56998507679,1227.16952781379,1205.01803347468,913.123136803508,230.118774592876,227.527789518237,861.40381154418,1512.77945208549,1446.90895566344,895.419584318995,1234.67360885441,1390.30317488313,922.921466991305,1077.35398873687,866.824841737747,1327.0723657012,1049.89155341685,875.487652048469
"2704",0.281880939974,0.00161029554628,Khankhanabad,"20150856",,,,Banshkhali,"201508",Chittagong,"2015",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,1377.93149572611,1596.28784656525,1514.85828486085,964.400393262506,248.824955251068,240.30482019484,1095.26794786751,1489.74183315039,1393.28674730659,1043.04063469172,1612.52104392648,1349.15050345659,997.944982558489,1109.19105957448,1388.39419612288,1278.98410958052,1044.60969787836,1253.18178260326
"2705",0.199037345285,0.0014880423706,Khankhanapur,"30827643",,,,Rajbari Sadar,"308276",Rajbari,"3082",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,1238.73236998916,1086.89561335742,1119.51962694526,891.562372460961,229.152882598341,222.155359603465,951.757105797529,1309.38985800743,1229.71942526102,954.178984001279,1299.66813293099,1266.2103740871,919.047533780336,1085.22676873207,894.335000440478,1208.64691802859,1040.81625911593,1009.52512463927
"2706",0.310776737992,0.00188219042177,Khanpur,"40010877",,,,Bagerhat Sadar,"400108",Bagerhat,"4001",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,709.278039053082,631.907799087465,640.824832871556,479.125057138503,122.978504728526,119.386161046103,594.846435524523,797.403110831976,748.905753269792,618.720632575452,703.258962064981,715.045214749873,493.221358075738,666.43501291424,517.132094740868,681.725369475782,653.64672588557,570.10667861253
"2707",0.274702960259,0.00232555358007,Khanpur,"40416150",,,,Manirampur,"404161",Jessore,"4041",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1266.36558893323,1100.93533168733,1136.05098807812,771.018796175718,198.599818460643,192.118883572519,1023.16655912995,1227.93919478357,1138.55446308851,1066.01736754179,1318.33396533132,1083.23728701472,796.510525047779,1126.8066752851,979.719410330057,1033.99759322405,1121.18862311542,1072.1954241246
"2708",0.339386872923,0.00266043052798,Khanpur,"50108847",,,,Sherpur,"501088",Bogra,"5010",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1965.10621872544,1470.84624102712,1620.37403921783,1195.47831249237,310.454679187387,297.883736085147,1530.93222364783,1748.13476869464,1542.52041877806,1603.98925574124,1962.22809585929,1697.7569373101,1245.1191803962,1672.59577006102,1458.15793794394,1580.4477263391,1671.05283083022,1669.59996661544
"2709",0.323195629227,0.00354316855101,Khanpur,"55271071",,,,Birampur,"552710",Dinajpur,"5527",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1647.96999162436,1331.38898992538,1495.05258022249,1121.01989351213,289.351245131344,279.330536779016,1349.97049732506,1593.45331756771,1448.57172566652,1344.77305473387,1630.07463538647,1561.99071381986,1160.48095664382,1403.16007119417,1206.55460374057,1481.57362313569,1386.14127148688,1378.88014324009
"2710",0.302383386136,0.00226941644915,Khaprabhanga,"10786623",,,,Kala Para,"107866",Patuakhali,"1078",Barisal,"10",Bangladesh,BD,2015/01/01,2018/04/10,,693.102506250143,552.176872998476,568.990420084447,515.68045835197,130.673560643569,128.494861046784,522.811973508447,787.501442953944,708.916143245995,530.124094661325,665.329009145498,767.328421063721,524.083357933909,609.43631645292,422.210071779788,742.948798723519,558.491247139871,494.0999295488
"2711",0.175098653532,0.000537454671947,Kharana,"20156170",,,,Patiya,"201561",Chittagong,"2015",Chittagong,"20",Bangladesh,BD,2015/01/01,2018/04/10,,374.579857856035,433.938316836953,411.802330389619,262.164674937725,67.6411103978753,65.3249785006046,297.739992842078,404.974620819092,378.75406357646,283.542407274246,438.351184010506,366.755971759558,271.283508360386,301.524881243706,377.424061313272,347.681788280606,283.968944683671,340.66762830317
"2712",0.222400792552,0.0020729273382,Kharia Kazir Char,"45899055",,,,Sreebardi,"458990",Sherpur,"4589",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,1098.40961399674,821.603953465819,901.545817166567,925.930721133947,236.235031280667,230.719118800014,861.509480521083,1252.1898624599,1100.24015632272,868.616798341274,1126.02844977379,1353.36278542876,947.451440542936,944.986366838217,714.32412533462,1278.10465803742,925.595697984099,880.86445876956
"2713",0.299794770727,0.00336060319026,Kharna,"50108538",,,,Shajahanpur,"501085",Bogra,"5010",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1624.60302984715,1215.98580019176,1339.6042150408,988.33216765523,256.660737775266,246.268021583557,1265.66040150821,1445.22724066675,1275.24065724015,1326.05849990249,1622.22361250222,1403.57861401141,1029.37152846158,1382.77724149823,1205.49605853856,1306.59612247348,1381.50165317953,1380.30053266883
"2714",0.402754078288,0.00369633422677,Kharnai,"45724047",,,,Kalmakanda,"457240",Netrakona,"4572",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,1309.86076721549,1095.86619150639,1218.68722738326,1330.09307582676,339.052335750312,331.426419205964,995.1379731372,1638.94291579723,1486.2575430721,999.219124227762,1290.12543860078,1891.10266162455,1359.81371958554,1176.47301419079,942.53205948323,1790.13038676977,1057.56395239383,996.229153506458
"2715",0.225047919932,0.00186110319312,Kharnia,"40473040",,,,Dumuria,"404730",Khulna,"4047",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,727.682260006666,653.417730256915,686.816970080137,429.825999416411,111.002898594365,107.102049350739,625.850427478552,722.009709596634,657.000125952065,621.260514460504,784.381658107042,620.08575193584,445.191625922918,655.89777444303,629.912064470351,589.403863340616,630.832876347005,633.860607229173
"2716",0.279734012085,0.00217861346318,Kharua,"45617247",,,,Nandail,"456172",Mymensingh,"4561",Mymensingh,"45",Bangladesh,BD,2015/01/01,2018/04/10,,1437.8189329505,1254.60219179094,1327.48342627287,1335.05677938461,340.551593661308,332.663247041404,1104.94608342648,1695.81127494574,1571.53101637959,1107.01980704069,1529.5755392909,1917.53426060081,1365.8267468214,1252.68933477998,1092.16860231757,1815.04996308684,1202.20099145174,1164.30944569409
"2717",0.257236750891,0.00168094260653,Khas Kanakpur,"60919438",,,,Zakiganj,"609194",Sylhet,"6091",Sylhet,"60",Bangladesh,BD,2015/01/01,2018/04/10,,865.445055067539,1083.28313171864,1110.15395456553,849.193997323513,217.518420770764,211.598216179758,664.199519351125,1125.35316941142,1064.64309844375,653.205434426665,955.413358151913,1158.96772164106,872.3860937953,746.848431512713,902.025511324406,1112.87784919143,694.408401161432,779.34211435914
"2718",0.263311560919,0.00179480880957,Khas Kaulia,"50882727",,,,Chauhali,"508827",Sirajganj,"5088",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,1032.15483701229,838.370989516377,899.597415745258,809.138008192182,207.250634860247,201.617254283279,809.516995832324,1077.06161685288,968.256524339318,812.776073217392,1126.194681108,1173.42525057495,831.205745995045,886.397783711553,795.362884521484,1110.46748530865,854.133280083537,879.103647202253
"2719",0.283514876969,0.00186377238068,Khas Pukuria,"50882731",,,,Chauhali,"508827",Sirajganj,"5088",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,915.077375873923,744.313301086426,798.896414592862,719.396896079183,184.294307913631,179.255980402231,718.975091606379,956.076075911522,859.607097372413,721.236865177751,999.586371421814,1043.30337136984,739.136397451162,785.322755157948,706.866178750992,987.258663401008,756.189921528101,781.56750407815
"2720",0.293969090476,0.00327471026299,Khas Rajbari,"50885043",,,,Kazipur,"508850",Sirajganj,"5088",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,836.731644153595,684.009754553437,735.279437869787,663.999905414879,170.241872528568,165.45241576992,662.40324935317,877.283720180392,789.059946775436,662.357178688049,917.510592222214,962.861077576876,682.777270130813,715.920179091394,652.817526087165,910.730932071805,687.52186807245,723.203458830714
"2721",0.2243631648,0.00176246371941,Khasial,"40652863",,,,Kalia,"406528",Narail,"4065",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,680.344652220607,597.229882091284,621.967661082745,522.759585291147,134.54948240146,130.258810428903,514.321305513382,778.949514344335,725.785453245044,510.122005291283,701.202780857682,770.15774269402,539.628285750747,620.084943801165,470.758789807558,726.499926716089,593.270790815353,517.90829769522
"2722",0.260967851947,0.00250267846479,Khaskara,"40180779",,,,Alamdanga,"401807",Chuadanga,"4018",Khulna,"40",Bangladesh,BD,2015/01/01,2018/04/10,,1320.12333497405,1032.72403720021,1114.06992959976,773.576230362058,200.20857802406,192.756137024611,1111.1928191036,1255.26262612641,1140.47144979239,1106.66300344467,1283.29446431994,1083.28885574639,802.962661042809,1198.75819775462,926.397421985865,1052.29517358541,1154.55888110399,1107.2421503216
"2723",0.341954189733,0.00180336967424,Khata Madhupur,"55738554",,,,Saidpur,"557385",Nilphamari,"5573",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,1204.10776793957,1006.81452262402,1126.58066499233,946.361696705222,245.097265429795,235.810017917305,957.715221002698,1277.26147386432,1178.3824275434,981.629395768046,1231.94569665194,1382.03334033489,982.994625851512,1029.02622592449,859.616430088878,1291.42457804084,985.866496920586,975.773159042001
"2724",0.278255649164,0.00223327660385,Khatkhal,"30485954",,,,Mithamain,"304859",Kishoreganj,"3048",Dhaka,"30",Bangladesh,BD,2015/01/01,2018/04/10,,581.413798376918,543.170364670455,553.818556696177,589.963140815496,150.661209985614,147.004280202091,411.782767608762,705.316860437393,667.594356775284,427.503519073129,597.342916548252,827.22109760344,604.246498271823,498.794023029506,428.275113247335,779.858886539936,470.038236372173,438.440428189933
"2725",0.217584033103,0.0014855590861,Khatta Madhab Para,"55274781",,,,Hakimpur,"552747",Dinajpur,"5527",Rangpur,"55",Bangladesh,BD,2015/01/01,2018/04/10,,735.108349606395,593.89137403667,666.896630480886,500.052238792181,129.070624757558,124.600697204471,602.180009335279,710.790151014924,646.162962049246,599.861591160297,727.125786036253,696.755659013987,517.654596567154,625.906230419874,538.20662291348,660.884085401893,618.314669698477,615.075705617666
"2726",0.456225359647,0.00324435291007,Khatu Para,"50767269",,,,Santhia,"507672",Pabna,"5076",Rajshahi,"50",Bangladesh,BD,2015/01/01,2018/04/10,,2457.0889467895,1962.0995875597,2112.71993821859,1751.51977865398,447.571079518646,436.43556971103,1961.91341179609,2396.39285129309,2181.84874367714,1895.78027948737,2577.0360853672,2408.6712988615,1795.04225003719,2085.12100723386,1833.29168745875,2285.85969531536,1962.15364417434,2071.1761367023
